# time, fQ
0,0.774
10,0.678
20,0.618
30,0.608
40,0.590
50,0.564
60,0.553
70,0.567
80,0.553
90,0.499
100,0.517
110,0.535
120,0.525
130,0.502
140,0.475
150,0.488
160,0.460
170,0.459
180,0.455
190,0.436
200,0.419
210,0.449
220,0.455
230,0.467
240,0.438
250,0.448
260,0.414
270,0.426
280,0.440
290,0.418
300,0.403
310,0.375
320,0.360
330,0.329
340,0.303
350,0.290
360,0.277
370,0.288
380,0.269
390,0.286
400,0.275
410,0.238
420,0.245
430,0.215
440,0.191
450,0.187
460,0.172
470,0.161
480,0.187
490,0.171
500,0.164
510,0.160
520,0.162
530,0.173
540,0.156
550,0.169
560,0.142
570,0.135
580,0.158
590,0.123
600,0.122
610,0.120
620,0.120
630,0.115
640,0.123
650,0.120
660,0.112
670,0.099
680,0.106
690,0.085
700,0.068
710,0.104
720,0.085
730,0.091
740,0.089
750,0.096
760,0.095
770,0.095
780,0.083
790,0.065
800,0.065
810,0.069
820,0.069
830,0.078
840,0.081
850,0.084
860,0.096
870,0.087
880,0.083
890,0.050
900,0.060
910,0.057
920,0.068
930,0.061
940,0.062
950,0.066
960,0.064
970,0.050
980,0.057
990,0.043
1000,0.041
1010,0.046
1020,0.037
1030,0.034
1040,0.041
1050,0.038
1060,0.026
1070,0.031
1080,0.027
1090,0.037
1100,0.041
1110,0.031
1120,0.024
1130,0.030
1140,0.046
1150,0.027
1160,0.027
1170,0.045
1180,0.037
1190,0.034
1200,0.041
1210,0.037
1220,0.039
1230,0.032
1240,0.028
1250,0.037
1260,0.038
1270,0.027
1280,0.034
1290,0.030
1300,0.027
1310,0.032
1320,0.024
1330,0.032
1340,0.035
1350,0.032
1360,0.022
1370,0.028
1380,0.034
1390,0.022
1400,0.022
1410,0.014
1420,0.011
1430,0.018
1440,0.018
1450,0.027
1460,0.035
1470,0.027
1480,0.024
1490,0.028
1500,0.026
1510,0.034
1520,0.026
1530,0.030
1540,0.034
1550,0.037
1560,0.045
1570,0.047
1580,0.037
1590,0.037
1600,0.027
1610,0.038
1620,0.041
1630,0.032
1640,0.032
1650,0.031
1660,0.034
1670,0.030
1680,0.032
1690,0.032
1700,0.043
1710,0.042
1720,0.030
1730,0.024
1740,0.027
1750,0.022
1760,0.034
1770,0.028
1780,0.030
1790,0.026
1800,0.032
1810,0.032
1820,0.031
1830,0.031
1840,0.030
1850,0.028
1860,0.030
1870,0.042
1880,0.043
1890,0.024
1900,0.042
1910,0.038
1920,0.039
1930,0.037
1940,0.030
1950,0.027
1960,0.030
1970,0.024
1980,0.019
1990,0.022
2000,0.015
2010,0.019
2020,0.032
2030,0.035
2040,0.034
2050,0.035
2060,0.031
2070,0.027
2080,0.023
2090,0.023
2100,0.030
2110,0.028
2120,0.032
2130,0.028
2140,0.030
2150,0.043
2160,0.030
2170,0.031
2180,0.024
2190,0.031
2200,0.041
2210,0.032
2220,0.028
2230,0.031
2240,0.027
2250,0.026
2260,0.019
2270,0.032
2280,0.027
2290,0.022
2300,0.027
2310,0.039
2320,0.023
2330,0.030
2340,0.037
2350,0.035
2360,0.031
2370,0.020
2380,0.031
2390,0.026
2400,0.031
2410,0.027
2420,0.027
2430,0.037
2440,0.031
2450,0.039
2460,0.024
2470,0.020
2480,0.032
2490,0.030
2500,0.031
2510,0.030
2520,0.026
2530,0.018
2540,0.019
2550,0.026
2560,0.027
2570,0.028
2580,0.028
2590,0.023
2600,0.026
2610,0.034
2620,0.028
2630,0.034
2640,0.022
2650,0.034
2660,0.031
2670,0.024
2680,0.023
2690,0.026
2700,0.027
2710,0.028
2720,0.022
2730,0.018
2740,0.018
2750,0.022
2760,0.027
2770,0.023
2780,0.019
2790,0.023
2800,0.031
2810,0.030
2820,0.035
2830,0.027
2840,0.027
2850,0.022
2860,0.031
2870,0.026
2880,0.026
2890,0.037
2900,0.028
2910,0.023
2920,0.023
2930,0.032
2940,0.038
2950,0.028
2960,0.031
2970,0.031
2980,0.019
2990,0.030
3000,0.020
