# time, fQ
0,1.000
10,0.908
20,0.896
30,0.843
40,0.797
50,0.785
60,0.816
70,0.793
80,0.756
90,0.747
100,0.732
110,0.693
120,0.725
130,0.731
140,0.733
150,0.742
160,0.686
170,0.659
180,0.650
190,0.658
200,0.655
210,0.637
220,0.606
230,0.570
240,0.570
250,0.553
260,0.564
270,0.539
280,0.506
290,0.505
300,0.486
310,0.434
320,0.428
330,0.396
340,0.386
350,0.401
360,0.411
370,0.355
380,0.364
390,0.332
400,0.352
410,0.329
420,0.317
430,0.338
440,0.326
450,0.309
460,0.300
470,0.307
480,0.284
490,0.284
500,0.281
510,0.291
520,0.302
530,0.283
540,0.260
550,0.240
560,0.235
570,0.245
580,0.235
590,0.200
600,0.229
610,0.207
620,0.225
630,0.196
640,0.212
650,0.180
660,0.171
670,0.171
680,0.173
690,0.154
700,0.168
710,0.162
720,0.157
730,0.145
740,0.149
750,0.143
760,0.149
770,0.153
780,0.168
790,0.165
800,0.154
810,0.158
820,0.158
830,0.158
840,0.141
850,0.103
860,0.100
870,0.103
880,0.100
890,0.101
900,0.103
910,0.119
920,0.112
930,0.122
940,0.116
950,0.103
960,0.099
970,0.100
980,0.116
990,0.114
1000,0.107
1010,0.130
1020,0.106
1030,0.103
1040,0.096
1050,0.093
1060,0.099
1070,0.076
1080,0.076
1090,0.074
1100,0.060
1110,0.068
1120,0.070
1130,0.080
1140,0.060
1150,0.058
1160,0.062
1170,0.064
1180,0.060
1190,0.055
1200,0.053
1210,0.047
1220,0.046
1230,0.050
1240,0.057
1250,0.047
1260,0.060
1270,0.057
1280,0.057
1290,0.087
1300,0.080
1310,0.068
1320,0.054
1330,0.055
1340,0.053
1350,0.061
1360,0.068
1370,0.045
1380,0.058
1390,0.041
1400,0.037
1410,0.038
1420,0.037
1430,0.032
1440,0.023
1450,0.034
1460,0.035
1470,0.046
1480,0.030
1490,0.049
1500,0.039
1510,0.032
1520,0.037
1530,0.051
1540,0.054
1550,0.039
1560,0.043
1570,0.042
1580,0.058
1590,0.046
1600,0.055
1610,0.065
1620,0.042
1630,0.054
1640,0.039
1650,0.051
1660,0.047
1670,0.043
1680,0.042
1690,0.042
1700,0.042
1710,0.057
1720,0.039
1730,0.047
1740,0.047
1750,0.046
1760,0.039
1770,0.049
1780,0.038
1790,0.046
1800,0.046
1810,0.061
1820,0.055
1830,0.046
1840,0.043
1850,0.054
1860,0.049
1870,0.047
1880,0.030
1890,0.035
1900,0.026
1910,0.039
1920,0.042
1930,0.038
1940,0.042
1950,0.032
1960,0.039
1970,0.043
1980,0.032
1990,0.043
2000,0.039
