# time, fQ
0,1.000
10,0.920
20,0.840
30,0.827
40,0.824
50,0.756
60,0.759
70,0.731
80,0.733
90,0.739
100,0.702
110,0.697
120,0.697
130,0.632
140,0.613
150,0.618
160,0.636
170,0.585
180,0.586
190,0.540
200,0.497
210,0.509
220,0.491
230,0.479
240,0.434
250,0.430
260,0.451
270,0.445
280,0.411
290,0.424
300,0.470
310,0.470
320,0.480
330,0.476
340,0.457
350,0.456
360,0.480
370,0.472
380,0.452
390,0.468
400,0.455
410,0.432
420,0.415
430,0.425
440,0.448
450,0.444
460,0.426
470,0.451
480,0.437
490,0.452
500,0.426
510,0.372
520,0.417
530,0.383
540,0.401
550,0.405
560,0.364
570,0.364
580,0.356
590,0.341
600,0.326
610,0.344
620,0.333
630,0.318
640,0.307
650,0.281
660,0.265
670,0.249
680,0.234
690,0.250
700,0.272
710,0.242
720,0.199
730,0.221
740,0.219
750,0.198
760,0.168
770,0.161
780,0.158
790,0.157
800,0.143
810,0.138
820,0.133
830,0.133
840,0.130
850,0.135
860,0.143
870,0.152
880,0.110
890,0.110
900,0.122
910,0.126
920,0.114
930,0.141
940,0.133
950,0.131
960,0.120
970,0.118
980,0.124
990,0.091
1000,0.100
1010,0.111
1020,0.093
1030,0.107
1040,0.104
1050,0.099
1060,0.091
1070,0.081
1080,0.095
1090,0.091
1100,0.078
1110,0.101
1120,0.085
1130,0.081
1140,0.085
1150,0.085
1160,0.083
1170,0.085
1180,0.058
1190,0.053
1200,0.072
1210,0.083
1220,0.080
1230,0.084
1240,0.092
1250,0.073
1260,0.062
1270,0.068
1280,0.055
1290,0.072
1300,0.076
1310,0.073
1320,0.073
1330,0.066
1340,0.069
1350,0.069
1360,0.072
1370,0.061
1380,0.068
1390,0.078
1400,0.068
1410,0.072
1420,0.068
1430,0.065
1440,0.087
1450,0.066
1460,0.073
1470,0.061
1480,0.058
1490,0.041
1500,0.053
1510,0.054
1520,0.034
1530,0.050
1540,0.058
1550,0.045
1560,0.047
1570,0.049
1580,0.065
1590,0.034
1600,0.062
1610,0.053
1620,0.039
1630,0.045
1640,0.055
1650,0.037
1660,0.020
1670,0.035
1680,0.034
1690,0.030
1700,0.031
1710,0.037
1720,0.049
1730,0.041
1740,0.037
1750,0.030
1760,0.041
1770,0.038
1780,0.037
1790,0.034
1800,0.035
1810,0.038
1820,0.043
1830,0.043
1840,0.035
1850,0.031
1860,0.043
1870,0.046
1880,0.051
1890,0.039
1900,0.050
1910,0.046
1920,0.038
1930,0.026
1940,0.041
1950,0.051
1960,0.041
1970,0.046
1980,0.046
1990,0.047
2000,0.057
