# time, fQ
0,1.000
10,0.934
20,0.886
30,0.877
40,0.863
50,0.832
60,0.804
70,0.765
80,0.766
90,0.719
100,0.698
110,0.696
120,0.673
130,0.673
140,0.643
150,0.601
160,0.613
170,0.558
180,0.570
190,0.558
200,0.566
210,0.537
220,0.559
230,0.528
240,0.520
250,0.520
260,0.506
270,0.521
280,0.537
290,0.514
300,0.495
310,0.461
320,0.480
330,0.475
340,0.460
350,0.445
360,0.455
370,0.424
380,0.429
390,0.430
400,0.419
410,0.422
420,0.394
430,0.394
440,0.383
450,0.419
460,0.379
470,0.392
480,0.367
490,0.364
500,0.357
510,0.345
520,0.330
530,0.321
540,0.287
550,0.283
560,0.272
570,0.280
580,0.281
590,0.290
600,0.269
610,0.267
620,0.256
630,0.227
640,0.208
650,0.191
660,0.191
670,0.185
680,0.194
690,0.184
700,0.175
710,0.172
720,0.166
730,0.172
740,0.171
750,0.154
760,0.176
770,0.171
780,0.157
790,0.146
800,0.131
810,0.142
820,0.146
830,0.141
840,0.152
850,0.150
860,0.135
870,0.116
880,0.123
890,0.118
900,0.107
910,0.123
920,0.108
930,0.104
940,0.103
950,0.104
960,0.085
970,0.080
980,0.066
990,0.088
1000,0.072
1010,0.092
1020,0.083
1030,0.084
1040,0.072
1050,0.053
1060,0.057
1070,0.049
1080,0.053
1090,0.039
1100,0.057
1110,0.055
1120,0.054
1130,0.053
1140,0.065
1150,0.061
1160,0.066
1170,0.057
1180,0.055
1190,0.051
1200,0.049
1210,0.053
1220,0.049
1230,0.049
1240,0.050
1250,0.064
1260,0.045
1270,0.051
1280,0.053
1290,0.051
1300,0.049
1310,0.045
1320,0.053
1330,0.042
1340,0.037
1350,0.034
1360,0.028
1370,0.035
1380,0.032
1390,0.030
1400,0.019
1410,0.015
1420,0.015
1430,0.022
1440,0.018
1450,0.022
1460,0.015
1470,0.026
1480,0.027
1490,0.027
1500,0.028
1510,0.034
1520,0.049
1530,0.031
1540,0.030
1550,0.032
1560,0.020
1570,0.022
1580,0.019
1590,0.030
1600,0.022
1610,0.034
1620,0.043
1630,0.041
1640,0.042
1650,0.037
1660,0.038
1670,0.041
1680,0.037
1690,0.032
1700,0.026
1710,0.020
1720,0.027
1730,0.024
1740,0.039
1750,0.030
1760,0.023
1770,0.028
1780,0.018
1790,0.020
1800,0.019
1810,0.015
1820,0.024
1830,0.026
1840,0.014
1850,0.016
1860,0.019
1870,0.032
1880,0.022
1890,0.023
1900,0.043
1910,0.028
1920,0.024
1930,0.024
1940,0.023
1950,0.032
1960,0.034
1970,0.028
1980,0.026
1990,0.030
2000,0.037
