# time, fQ
0,1.000
10,0.940
20,0.917
30,0.915
40,0.907
50,0.908
60,0.931
70,0.926
80,0.922
90,0.934
100,0.919
110,0.932
120,0.927
130,0.917
140,0.894
150,0.858
160,0.834
170,0.854
180,0.869
190,0.835
200,0.817
210,0.863
220,0.840
230,0.840
240,0.825
250,0.821
260,0.829
270,0.796
280,0.796
290,0.824
300,0.821
310,0.811
320,0.806
330,0.801
340,0.823
350,0.829
360,0.808
370,0.800
380,0.775
390,0.766
400,0.777
410,0.777
420,0.786
430,0.798
440,0.797
450,0.782
460,0.762
470,0.775
480,0.775
490,0.765
500,0.746
510,0.748
520,0.762
530,0.774
540,0.751
550,0.752
560,0.752
570,0.716
580,0.724
590,0.739
600,0.720
610,0.724
620,0.725
630,0.723
640,0.694
650,0.700
660,0.724
670,0.724
680,0.720
690,0.686
700,0.668
710,0.712
720,0.677
730,0.682
740,0.705
750,0.710
760,0.687
770,0.673
780,0.641
790,0.658
800,0.675
810,0.675
820,0.658
830,0.651
840,0.635
850,0.648
860,0.635
870,0.644
880,0.614
890,0.663
900,0.628
910,0.659
920,0.647
930,0.670
940,0.668
950,0.656
960,0.625
970,0.631
980,0.651
990,0.632
1000,0.643
1010,0.637
1020,0.621
1030,0.639
1040,0.624
1050,0.613
1060,0.632
1070,0.594
1080,0.572
1090,0.591
1100,0.605
1110,0.620
1120,0.574
1130,0.571
1140,0.574
1150,0.583
1160,0.610
1170,0.601
1180,0.612
1190,0.608
1200,0.593
1210,0.604
1220,0.566
1230,0.583
1240,0.587
1250,0.583
1260,0.595
1270,0.604
1280,0.590
1290,0.618
1300,0.601
1310,0.613
1320,0.589
1330,0.614
1340,0.590
1350,0.604
1360,0.593
1370,0.593
1380,0.558
1390,0.547
1400,0.560
1410,0.582
1420,0.552
1430,0.595
1440,0.570
1450,0.605
1460,0.560
1470,0.536
1480,0.549
1490,0.549
1500,0.526
1510,0.551
1520,0.551
1530,0.526
1540,0.556
1550,0.548
1560,0.549
1570,0.549
1580,0.490
