# time, fQ
0,1.000
10,0.959
20,0.919
30,0.907
40,0.923
50,0.894
60,0.908
70,0.881
80,0.931
90,0.909
100,0.892
110,0.889
120,0.890
130,0.886
140,0.909
150,0.901
160,0.886
170,0.877
180,0.870
190,0.885
200,0.881
210,0.878
220,0.829
230,0.839
240,0.823
250,0.831
260,0.801
270,0.792
280,0.815
290,0.785
300,0.800
310,0.769
320,0.817
330,0.796
340,0.769
350,0.805
360,0.793
370,0.792
380,0.809
390,0.811
400,0.823
410,0.788
420,0.792
430,0.804
440,0.788
450,0.805
460,0.792
470,0.777
480,0.774
490,0.767
500,0.756
510,0.796
520,0.765
530,0.775
540,0.785
550,0.758
560,0.751
570,0.750
580,0.732
590,0.744
600,0.755
610,0.747
620,0.708
630,0.747
640,0.721
650,0.720
660,0.720
670,0.708
680,0.729
690,0.709
700,0.743
710,0.717
720,0.721
730,0.712
740,0.712
750,0.694
760,0.701
770,0.698
780,0.670
790,0.687
800,0.660
810,0.682
820,0.685
830,0.670
840,0.691
850,0.678
860,0.664
870,0.643
880,0.668
890,0.643
900,0.641
910,0.654
920,0.677
930,0.683
940,0.673
950,0.666
960,0.662
970,0.679
980,0.659
990,0.675
1000,0.691
1010,0.685
1020,0.679
1030,0.681
1040,0.682
1050,0.690
1060,0.686
1070,0.679
1080,0.698
1090,0.679
1100,0.694
1110,0.683
1120,0.678
1130,0.670
1140,0.691
1150,0.706
1160,0.667
1170,0.664
1180,0.685
1190,0.664
1200,0.658
1210,0.643
1220,0.648
1230,0.652
1240,0.635
1250,0.662
1260,0.641
1270,0.675
1280,0.658
1290,0.667
1300,0.644
1310,0.606
1320,0.636
1330,0.618
1340,0.618
1350,0.640
1360,0.616
1370,0.604
1380,0.614
1390,0.599
1400,0.610
1410,0.616
1420,0.629
1430,0.641
1440,0.629
1450,0.627
1460,0.610
1470,0.624
1480,0.604
1490,0.624
1500,0.640
1510,0.655
1520,0.628
1530,0.614
1540,0.636
1550,0.612
1560,0.620
1570,0.597
1580,0.620
1590,0.608
1600,0.598
1610,0.597
1620,0.568
1630,0.587
1640,0.581
1650,0.593
1660,0.606
1670,0.589
1680,0.578
1690,0.590
1700,0.574
1710,0.579
1720,0.567
1730,0.556
1740,0.560
1750,0.547
1760,0.581
1770,0.585
1780,0.522
1790,0.529
1800,0.549
1810,0.540
1820,0.529
1830,0.552
1840,0.547
1850,0.549
1860,0.543
1870,0.566
1880,0.563
1890,0.562
1900,0.572
1910,0.553
1920,0.585
1930,0.547
1940,0.574
1950,0.564
1960,0.539
1970,0.574
1980,0.571
1990,0.517
2000,0.493
2010,0.521
2020,0.501
2030,0.513
2040,0.495
2050,0.510
2060,0.512
2070,0.520
2080,0.525
2090,0.525
2100,0.502
2110,0.518
2120,0.518
2130,0.518
2140,0.526
2150,0.539
2160,0.549
2170,0.539
2180,0.526
2190,0.524
2200,0.517
2210,0.528
2220,0.529
2230,0.513
2240,0.522
2250,0.545
2260,0.537
2270,0.507
2280,0.495
2290,0.494
2300,0.513
2310,0.526
2320,0.486
2330,0.486
2340,0.488
2350,0.490
2360,0.494
2370,0.474
2380,0.461
2390,0.472
2400,0.498
2410,0.478
2420,0.494
2430,0.452
2440,0.457
2450,0.465
2460,0.456
2470,0.460
2480,0.453
2490,0.455
2500,0.426
2510,0.425
2520,0.432
2530,0.426
2540,0.425
2550,0.436
2560,0.433
2570,0.447
2580,0.433
2590,0.429
2600,0.410
2610,0.410
2620,0.407
2630,0.398
2640,0.386
2650,0.394
2660,0.414
2670,0.388
2680,0.378
2690,0.383
2700,0.376
2710,0.387
2720,0.365
2730,0.365
2740,0.407
2750,0.422
2760,0.444
2770,0.405
2780,0.436
2790,0.428
2800,0.428
2810,0.440
2820,0.401
2830,0.383
2840,0.415
2850,0.436
2860,0.438
2870,0.447
2880,0.455
2890,0.441
2900,0.415
2910,0.391
2920,0.386
2930,0.410
2940,0.402
2950,0.406
2960,0.421
2970,0.413
2980,0.406
2990,0.421
3000,0.402
3010,0.426
3020,0.421
3030,0.434
3040,0.425
3050,0.430
3060,0.425
3070,0.440
3080,0.410
3090,0.402
3100,0.407
3110,0.394
3120,0.394
3130,0.410
3140,0.398
3150,0.380
3160,0.391
3170,0.386
3180,0.401
3190,0.394
3200,0.378
3210,0.379
3220,0.357
3230,0.345
3240,0.384
3250,0.380
3260,0.380
3270,0.401
3280,0.378
3290,0.376
3300,0.373
3310,0.379
3320,0.375
3330,0.356
3340,0.380
3350,0.386
3360,0.373
3370,0.375
3380,0.384
3390,0.361
3400,0.361
3410,0.375
3420,0.365
3430,0.356
3440,0.365
3450,0.341
3460,0.317
3470,0.325
3480,0.313
3490,0.321
3500,0.315
3510,0.319
3520,0.309
3530,0.283
3540,0.284
3550,0.311
3560,0.306
3570,0.295
3580,0.281
3590,0.286
3600,0.288
3610,0.298
3620,0.290
3630,0.290
3640,0.275
3650,0.298
3660,0.267
3670,0.268
3680,0.253
3690,0.269
3700,0.257
3710,0.269
3720,0.276
3730,0.283
3740,0.286
3750,0.264
3760,0.263
3770,0.272
3780,0.248
3790,0.256
3800,0.245
3810,0.235
3820,0.242
3830,0.260
3840,0.277
3850,0.263
3860,0.272
3870,0.250
3880,0.267
3890,0.273
3900,0.279
3910,0.279
3920,0.291
3930,0.277
3940,0.271
3950,0.273
3960,0.267
3970,0.272
3980,0.284
3990,0.256
4000,0.256
4010,0.276
4020,0.256
4030,0.250
4040,0.240
4050,0.257
4060,0.273
4070,0.268
4080,0.283
4090,0.276
4100,0.254
4110,0.264
4120,0.272
4130,0.248
4140,0.249
4150,0.249
4160,0.254
4170,0.237
