# time, fQ
0,1.000
10,0.976
20,0.950
30,0.928
40,0.938
50,0.897
60,0.922
70,0.930
80,0.927
90,0.916
100,0.903
110,0.885
120,0.896
130,0.901
140,0.881
150,0.851
160,0.884
170,0.848
180,0.900
190,0.862
200,0.874
210,0.863
220,0.832
230,0.805
240,0.809
250,0.823
260,0.835
270,0.806
280,0.793
290,0.790
300,0.797
310,0.806
320,0.834
330,0.835
340,0.828
350,0.843
360,0.812
370,0.800
380,0.821
390,0.820
400,0.797
410,0.815
420,0.816
430,0.847
440,0.819
450,0.817
460,0.861
470,0.836
480,0.850
490,0.839
500,0.834
510,0.794
520,0.847
530,0.821
540,0.819
550,0.801
560,0.790
570,0.797
580,0.796
590,0.782
600,0.811
610,0.813
620,0.790
630,0.771
640,0.800
650,0.789
660,0.789
670,0.774
680,0.781
690,0.797
700,0.775
710,0.781
720,0.767
730,0.777
740,0.760
750,0.793
760,0.783
770,0.756
780,0.743
790,0.755
800,0.756
810,0.752
820,0.739
830,0.765
840,0.762
850,0.742
860,0.756
870,0.755
880,0.770
890,0.756
900,0.747
910,0.756
920,0.767
930,0.756
940,0.751
950,0.731
960,0.743
970,0.733
980,0.739
990,0.721
1000,0.756
1010,0.714
1020,0.732
1030,0.740
1040,0.773
1050,0.744
1060,0.736
1070,0.744
1080,0.742
1090,0.762
1100,0.746
1110,0.736
1120,0.735
1130,0.739
1140,0.744
1150,0.721
1160,0.755
1170,0.742
1180,0.717
1190,0.729
1200,0.729
1210,0.742
1220,0.725
1230,0.686
1240,0.697
1250,0.728
1260,0.701
1270,0.659
1280,0.702
1290,0.690
1300,0.746
1310,0.736
1320,0.719
1330,0.744
1340,0.737
1350,0.747
1360,0.729
1370,0.737
1380,0.746
1390,0.739
1400,0.742
1410,0.767
1420,0.763
1430,0.744
1440,0.748
1450,0.742
1460,0.739
1470,0.742
1480,0.712
1490,0.709
1500,0.724
1510,0.709
1520,0.714
1530,0.710
1540,0.700
1550,0.690
1560,0.709
1570,0.698
1580,0.697
1590,0.679
1600,0.659
1610,0.659
1620,0.641
1630,0.683
1640,0.667
1650,0.674
1660,0.675
1670,0.660
1680,0.664
1690,0.662
1700,0.670
1710,0.678
1720,0.662
1730,0.666
1740,0.690
1750,0.671
1760,0.645
1770,0.654
1780,0.677
1790,0.660
1800,0.648
1810,0.682
1820,0.644
1830,0.640
1840,0.635
1850,0.654
1860,0.637
1870,0.631
1880,0.614
1890,0.663
1900,0.650
1910,0.671
1920,0.635
1930,0.656
1940,0.636
1950,0.608
1960,0.641
1970,0.635
1980,0.633
1990,0.608
2000,0.604
2010,0.595
2020,0.601
2030,0.563
2040,0.587
2050,0.589
2060,0.575
2070,0.589
2080,0.591
2090,0.602
2100,0.575
2110,0.586
2120,0.578
2130,0.564
2140,0.593
2150,0.601
2160,0.605
2170,0.583
2180,0.572
2190,0.574
2200,0.543
2210,0.609
2220,0.562
2230,0.567
2240,0.579
2250,0.583
2260,0.568
2270,0.567
2280,0.560
2290,0.556
2300,0.548
2310,0.551
2320,0.526
2330,0.548
2340,0.556
2350,0.551
2360,0.541
2370,0.533
2380,0.525
2390,0.537
2400,0.524
2410,0.551
2420,0.548
2430,0.552
2440,0.532
2450,0.526
2460,0.544
2470,0.537
2480,0.559
2490,0.558
2500,0.558
2510,0.578
2520,0.566
2530,0.564
2540,0.532
2550,0.556
2560,0.548
2570,0.570
2580,0.589
2590,0.608
2600,0.578
2610,0.539
2620,0.541
2630,0.518
2640,0.502
2650,0.533
2660,0.537
2670,0.518
2680,0.521
2690,0.536
2700,0.535
2710,0.506
2720,0.506
2730,0.516
2740,0.552
2750,0.528
2760,0.524
2770,0.514
2780,0.514
2790,0.528
2800,0.541
2810,0.537
2820,0.537
2830,0.532
2840,0.553
2850,0.548
2860,0.552
2870,0.530
2880,0.532
2890,0.536
2900,0.539
2910,0.552
2920,0.567
2930,0.551
2940,0.544
2950,0.551
2960,0.536
2970,0.549
2980,0.525
2990,0.516
3000,0.517
3010,0.535
3020,0.518
3030,0.536
3040,0.510
3050,0.521
3060,0.562
3070,0.503
3080,0.505
3090,0.507
3100,0.493
3110,0.505
3120,0.493
3130,0.486
3140,0.494
3150,0.482
3160,0.471
3170,0.470
3180,0.478
3190,0.501
3200,0.490
3210,0.499
3220,0.478
3230,0.479
3240,0.490
3250,0.467
3260,0.448
3270,0.470
3280,0.470
3290,0.448
3300,0.463
3310,0.447
3320,0.455
3330,0.460
3340,0.457
3350,0.444
3360,0.452
3370,0.457
3380,0.430
3390,0.456
3400,0.432
3410,0.432
3420,0.425
3430,0.442
3440,0.415
3450,0.433
3460,0.418
3470,0.426
3480,0.428
3490,0.425
3500,0.421
3510,0.413
3520,0.403
3530,0.411
3540,0.415
3550,0.424
3560,0.432
3570,0.418
3580,0.430
3590,0.429
3600,0.440
3610,0.409
3620,0.445
3630,0.447
3640,0.451
3650,0.444
3660,0.455
3670,0.451
3680,0.448
3690,0.399
3700,0.392
3710,0.409
3720,0.396
3730,0.394
3740,0.432
3750,0.396
3760,0.396
3770,0.391
3780,0.422
3790,0.399
3800,0.406
3810,0.434
3820,0.414
3830,0.419
3840,0.426
3850,0.415
3860,0.424
3870,0.433
3880,0.436
3890,0.425
3900,0.405
3910,0.407
3920,0.433
3930,0.424
3940,0.430
3950,0.432
3960,0.419
3970,0.395
3980,0.391
3990,0.396
4000,0.414
4010,0.413
4020,0.428
4030,0.432
4040,0.424
4050,0.432
4060,0.421
4070,0.428
4080,0.411
4090,0.414
4100,0.414
4110,0.403
4120,0.379
4130,0.376
4140,0.367
4150,0.360
4160,0.373
4170,0.371
4180,0.378
4190,0.376
4200,0.372
4210,0.353
4220,0.391
4230,0.380
4240,0.403
4250,0.378
4260,0.409
4270,0.382
4280,0.373
4290,0.380
4300,0.383
4310,0.371
4320,0.391
4330,0.391
4340,0.367
4350,0.376
4360,0.355
4370,0.373
4380,0.372
4390,0.373
4400,0.364
4410,0.344
4420,0.353
4430,0.365
4440,0.350
4450,0.353
4460,0.342
4470,0.383
4480,0.361
4490,0.391
4500,0.380
4510,0.363
4520,0.359
4530,0.384
4540,0.368
4550,0.350
4560,0.340
4570,0.319
4580,0.318
4590,0.326
4600,0.329
4610,0.341
4620,0.355
4630,0.338
4640,0.321
4650,0.333
4660,0.350
4670,0.309
4680,0.307
4690,0.333
4700,0.311
4710,0.321
4720,0.334
4730,0.307
4740,0.319
4750,0.318
4760,0.310
4770,0.279
4780,0.263
4790,0.263
4800,0.291
4810,0.284
4820,0.310
4830,0.299
4840,0.318
4850,0.298
4860,0.291
4870,0.298
4880,0.336
4890,0.315
4900,0.337
4910,0.327
4920,0.332
4930,0.318
4940,0.318
4950,0.322
4960,0.325
4970,0.337
4980,0.317
4990,0.317
5000,0.337
5010,0.337
5020,0.334
5030,0.333
5040,0.319
5050,0.326
5060,0.317
5070,0.318
5080,0.304
5090,0.341
5100,0.341
5110,0.353
5120,0.349
5130,0.357
5140,0.355
5150,0.368
5160,0.356
5170,0.342
5180,0.322
5190,0.326
5200,0.313
5210,0.333
5220,0.327
5230,0.333
5240,0.334
5250,0.337
5260,0.333
5270,0.334
5280,0.327
5290,0.340
5300,0.307
5310,0.326
5320,0.310
5330,0.313
5340,0.323
5350,0.311
5360,0.342
5370,0.329
5380,0.307
5390,0.338
5400,0.322
5410,0.318
5420,0.342
5430,0.313
5440,0.332
5450,0.334
5460,0.338
5470,0.327
5480,0.334
5490,0.350
5500,0.323
5510,0.338
5520,0.330
5530,0.341
5540,0.349
5550,0.344
5560,0.355
5570,0.345
5580,0.365
5590,0.348
5600,0.334
5610,0.327
5620,0.321
5630,0.321
5640,0.344
5650,0.311
5660,0.311
5670,0.332
5680,0.318
5690,0.310
5700,0.317
5710,0.322
5720,0.309
5730,0.292
5740,0.292
5750,0.300
5760,0.276
5770,0.287
5780,0.298
5790,0.281
5800,0.283
5810,0.294
5820,0.288
5830,0.279
5840,0.264
5850,0.287
5860,0.276
5870,0.291
5880,0.292
5890,0.298
5900,0.311
5910,0.276
5920,0.287
5930,0.269
5940,0.290
5950,0.284
5960,0.294
5970,0.281
5980,0.279
5990,0.275
6000,0.276
6010,0.267
6020,0.267
6030,0.273
6040,0.272
6050,0.269
6060,0.268
6070,0.252
6080,0.250
6090,0.250
6100,0.241
6110,0.230
6120,0.235
6130,0.245
6140,0.252
6150,0.240
6160,0.248
6170,0.242
6180,0.250
6190,0.254
6200,0.249
6210,0.253
6220,0.260
6230,0.249
6240,0.233
6250,0.234
6260,0.253
6270,0.237
6280,0.242
6290,0.229
6300,0.240
6310,0.226
6320,0.227
6330,0.237
6340,0.223
6350,0.214
6360,0.221
6370,0.231
6380,0.219
6390,0.215
6400,0.218
6410,0.210
6420,0.211
6430,0.207
6440,0.227
6450,0.204
6460,0.210
6470,0.206
6480,0.215
6490,0.230
6500,0.227
6510,0.229
6520,0.234
6530,0.223
6540,0.244
6550,0.223
6560,0.225
6570,0.214
6580,0.233
6590,0.237
6600,0.233
6610,0.240
6620,0.235
6630,0.231
6640,0.235
6650,0.250
6660,0.244
6670,0.237
6680,0.230
6690,0.214
6700,0.242
6710,0.219
6720,0.208
6730,0.214
6740,0.215
6750,0.233
6760,0.230
6770,0.245
6780,0.249
6790,0.240
6800,0.246
6810,0.250
6820,0.227
6830,0.210
6840,0.217
6850,0.225
6860,0.207
6870,0.226
6880,0.218
6890,0.238
6900,0.219
6910,0.212
6920,0.206
6930,0.185
6940,0.212
6950,0.199
6960,0.200
6970,0.204
6980,0.202
6990,0.191
7000,0.196
7010,0.191
7020,0.185
7030,0.165
7040,0.157
7050,0.185
7060,0.176
7070,0.183
7080,0.184
7090,0.177
7100,0.158
7110,0.157
7120,0.165
7130,0.183
7140,0.184
7150,0.189
7160,0.168
7170,0.177
7180,0.158
7190,0.177
7200,0.171
7210,0.183
7220,0.180
7230,0.181
7240,0.161
7250,0.173
7260,0.180
7270,0.172
7280,0.173
7290,0.153
7300,0.171
7310,0.158
7320,0.166
7330,0.150
7340,0.162
7350,0.164
7360,0.143
7370,0.146
7380,0.141
7390,0.147
7400,0.157
7410,0.158
7420,0.152
7430,0.139
7440,0.145
7450,0.145
7460,0.141
7470,0.147
7480,0.118
7490,0.137
7500,0.123
7510,0.134
7520,0.110
7530,0.124
7540,0.130
7550,0.118
7560,0.127
7570,0.127
7580,0.101
7590,0.111
7600,0.107
7610,0.106
7620,0.099
7630,0.110
7640,0.122
7650,0.110
7660,0.131
7670,0.112
7680,0.134
7690,0.122
7700,0.120
7710,0.119
7720,0.107
7730,0.099
7740,0.101
7750,0.080
7760,0.087
7770,0.091
7780,0.096
7790,0.104
7800,0.107
7810,0.104
7820,0.112
7830,0.110
7840,0.118
7850,0.120
7860,0.115
7870,0.101
7880,0.096
7890,0.088
7900,0.087
7910,0.073
7920,0.066
7930,0.080
7940,0.070
7950,0.066
7960,0.057
7970,0.051
7980,0.050
7990,0.051
8000,0.054
