# time, fQ
0,0.760
10,0.586
20,0.581
30,0.545
40,0.558
50,0.556
60,0.551
70,0.522
80,0.501
90,0.448
100,0.430
110,0.448
120,0.415
130,0.441
140,0.402
150,0.401
160,0.411
170,0.422
180,0.421
190,0.407
200,0.433
210,0.429
220,0.395
230,0.380
240,0.384
250,0.406
260,0.394
270,0.380
280,0.353
290,0.355
300,0.355
310,0.322
320,0.359
330,0.375
340,0.327
350,0.318
360,0.341
370,0.342
380,0.337
390,0.348
400,0.349
410,0.350
420,0.364
430,0.380
440,0.348
450,0.352
460,0.333
470,0.330
480,0.342
490,0.344
500,0.325
510,0.298
520,0.311
530,0.307
540,0.315
550,0.290
560,0.294
570,0.281
580,0.280
590,0.267
600,0.272
610,0.265
620,0.260
630,0.248
640,0.242
650,0.231
660,0.225
670,0.245
680,0.233
690,0.225
700,0.200
710,0.207
720,0.200
730,0.194
740,0.189
750,0.184
760,0.202
770,0.200
780,0.195
790,0.196
800,0.223
810,0.207
820,0.207
830,0.199
840,0.215
850,0.189
860,0.200
870,0.208
880,0.194
890,0.195
900,0.181
910,0.191
920,0.188
930,0.177
940,0.195
950,0.183
960,0.160
970,0.158
980,0.150
990,0.158
1000,0.162
1010,0.141
1020,0.141
1030,0.146
1040,0.135
1050,0.157
1060,0.149
1070,0.147
1080,0.138
1090,0.137
1100,0.134
1110,0.150
1120,0.142
1130,0.129
1140,0.112
1150,0.120
1160,0.131
1170,0.122
1180,0.120
1190,0.108
1200,0.116
1210,0.116
1220,0.110
1230,0.103
1240,0.112
1250,0.107
1260,0.127
1270,0.115
1280,0.118
1290,0.111
1300,0.100
1310,0.101
1320,0.107
1330,0.106
1340,0.111
1350,0.116
1360,0.112
1370,0.118
1380,0.101
1390,0.100
1400,0.101
1410,0.112
1420,0.122
1430,0.130
1440,0.131
1450,0.114
1460,0.120
1470,0.112
1480,0.114
1490,0.129
1500,0.114
1510,0.112
1520,0.106
1530,0.131
1540,0.124
1550,0.118
1560,0.114
1570,0.100
1580,0.114
1590,0.106
1600,0.104
1610,0.100
1620,0.103
1630,0.089
1640,0.074
1650,0.088
1660,0.087
1670,0.091
1680,0.112
1690,0.108
1700,0.092
1710,0.091
1720,0.076
1730,0.065
1740,0.069
1750,0.054
1760,0.051
1770,0.070
1780,0.055
1790,0.064
1800,0.051
1810,0.070
1820,0.062
1830,0.068
1840,0.069
1850,0.068
1860,0.068
1870,0.081
1880,0.076
1890,0.065
1900,0.068
1910,0.061
1920,0.076
1930,0.066
1940,0.084
1950,0.088
1960,0.089
1970,0.078
1980,0.085
1990,0.073
2000,0.076
2010,0.066
2020,0.068
2030,0.070
2040,0.054
2050,0.054
2060,0.051
2070,0.066
2080,0.066
2090,0.057
2100,0.060
2110,0.068
2120,0.064
2130,0.092
2140,0.091
2150,0.106
2160,0.092
2170,0.084
2180,0.104
2190,0.088
2200,0.080
2210,0.091
2220,0.088
2230,0.084
2240,0.058
2250,0.072
2260,0.074
2270,0.057
2280,0.064
2290,0.074
2300,0.057
2310,0.068
2320,0.070
2330,0.076
2340,0.068
2350,0.072
2360,0.070
2370,0.064
2380,0.062
2390,0.051
2400,0.049
2410,0.053
2420,0.058
2430,0.069
2440,0.061
2450,0.061
2460,0.057
2470,0.049
2480,0.057
2490,0.068
2500,0.064
2510,0.054
2520,0.069
2530,0.061
2540,0.060
2550,0.050
2560,0.066
2570,0.060
2580,0.066
2590,0.066
2600,0.069
2610,0.070
2620,0.061
2630,0.070
2640,0.073
2650,0.066
2660,0.061
2670,0.070
2680,0.043
2690,0.047
2700,0.050
2710,0.049
2720,0.066
2730,0.073
2740,0.066
2750,0.066
2760,0.057
2770,0.057
2780,0.054
2790,0.054
2800,0.049
2810,0.050
2820,0.055
2830,0.061
2840,0.046
2850,0.047
2860,0.042
2870,0.041
2880,0.045
2890,0.035
2900,0.046
2910,0.051
2920,0.035
2930,0.050
2940,0.039
2950,0.039
2960,0.057
2970,0.057
2980,0.043
2990,0.038
3000,0.046
3010,0.034
3020,0.042
3030,0.043
3040,0.035
3050,0.039
3060,0.039
3070,0.035
3080,0.042
3090,0.039
3100,0.037
3110,0.034
3120,0.027
3130,0.035
3140,0.043
3150,0.042
3160,0.045
3170,0.031
3180,0.037
3190,0.053
3200,0.037
3210,0.046
3220,0.037
3230,0.043
3240,0.041
3250,0.051
3260,0.053
3270,0.043
3280,0.041
3290,0.045
3300,0.042
3310,0.043
3320,0.046
3330,0.043
3340,0.042
3350,0.030
3360,0.031
3370,0.038
3380,0.028
3390,0.035
3400,0.037
3410,0.022
3420,0.015
3430,0.018
3440,0.015
3450,0.024
3460,0.034
3470,0.028
3480,0.022
3490,0.023
3500,0.024
3510,0.032
3520,0.032
3530,0.038
3540,0.041
3550,0.041
3560,0.037
3570,0.034
3580,0.026
3590,0.043
3600,0.039
3610,0.030
3620,0.035
3630,0.023
3640,0.026
3650,0.024
3660,0.019
3670,0.030
3680,0.030
3690,0.034
3700,0.027
3710,0.024
3720,0.031
3730,0.023
3740,0.018
3750,0.019
3760,0.014
3770,0.022
3780,0.022
3790,0.018
3800,0.024
3810,0.023
3820,0.034
3830,0.032
3840,0.031
3850,0.037
3860,0.034
3870,0.027
3880,0.031
3890,0.031
3900,0.024
3910,0.032
3920,0.028
3930,0.027
3940,0.024
3950,0.023
3960,0.022
3970,0.022
3980,0.022
3990,0.030
4000,0.016
