# time, fQ
0,1.000
10,0.942
20,0.912
30,0.866
40,0.846
50,0.829
60,0.850
70,0.834
80,0.802
90,0.821
100,0.854
110,0.857
120,0.828
130,0.828
140,0.813
150,0.836
160,0.809
170,0.775
180,0.750
190,0.740
200,0.742
210,0.732
220,0.728
230,0.724
240,0.729
250,0.742
260,0.739
270,0.733
280,0.717
290,0.700
300,0.698
310,0.687
320,0.708
330,0.723
340,0.701
350,0.694
360,0.704
370,0.648
380,0.691
390,0.651
400,0.645
410,0.645
420,0.622
430,0.628
440,0.622
450,0.620
460,0.645
470,0.599
480,0.579
490,0.590
500,0.583
510,0.548
520,0.510
530,0.512
540,0.516
550,0.480
560,0.453
570,0.464
580,0.445
590,0.465
600,0.444
610,0.445
620,0.438
630,0.494
640,0.475
650,0.486
660,0.478
670,0.449
680,0.459
690,0.455
700,0.428
710,0.432
720,0.437
730,0.414
740,0.411
750,0.402
760,0.382
770,0.365
780,0.379
790,0.338
800,0.337
810,0.304
820,0.313
830,0.302
840,0.317
850,0.303
860,0.317
870,0.287
880,0.298
890,0.277
900,0.277
910,0.265
920,0.264
930,0.273
940,0.283
950,0.273
960,0.280
970,0.254
980,0.253
990,0.253
1000,0.244
1010,0.249
1020,0.241
1030,0.254
1040,0.225
1050,0.264
1060,0.235
1070,0.235
1080,0.235
1090,0.238
1100,0.241
1110,0.222
1120,0.195
1130,0.208
1140,0.219
1150,0.223
1160,0.222
1170,0.238
1180,0.217
1190,0.203
1200,0.225
1210,0.230
1220,0.195
1230,0.181
1240,0.162
1250,0.176
1260,0.135
1270,0.168
1280,0.166
1290,0.157
1300,0.162
1310,0.157
1320,0.169
1330,0.145
1340,0.162
1350,0.154
1360,0.157
1370,0.152
1380,0.160
1390,0.156
1400,0.141
1410,0.139
1420,0.141
1430,0.135
1440,0.133
1450,0.146
1460,0.118
1470,0.131
1480,0.127
1490,0.129
1500,0.118
1510,0.088
1520,0.106
1530,0.111
1540,0.093
1550,0.080
1560,0.100
1570,0.083
1580,0.080
1590,0.077
1600,0.078
1610,0.092
1620,0.088
1630,0.068
1640,0.070
1650,0.053
1660,0.055
1670,0.076
1680,0.080
1690,0.068
1700,0.055
1710,0.051
1720,0.060
1730,0.049
1740,0.066
1750,0.039
1760,0.042
1770,0.050
1780,0.053
1790,0.046
1800,0.050
1810,0.054
1820,0.050
1830,0.051
1840,0.047
1850,0.050
1860,0.042
1870,0.054
1880,0.046
1890,0.047
1900,0.054
1910,0.049
1920,0.050
1930,0.061
1940,0.053
1950,0.068
1960,0.047
1970,0.058
1980,0.060
1990,0.047
2000,0.054
2010,0.049
2020,0.045
2030,0.050
2040,0.046
2050,0.049
2060,0.042
2070,0.051
2080,0.064
2090,0.049
2100,0.045
2110,0.054
2120,0.049
2130,0.046
2140,0.050
2150,0.041
2160,0.034
2170,0.038
2180,0.035
2190,0.042
2200,0.037
2210,0.035
2220,0.028
2230,0.032
2240,0.032
2250,0.024
2260,0.018
2270,0.031
2280,0.032
2290,0.042
2300,0.055
2310,0.039
2320,0.043
2330,0.037
2340,0.034
2350,0.026
2360,0.039
2370,0.043
2380,0.032
2390,0.038
2400,0.043
2410,0.049
2420,0.032
2430,0.038
2440,0.042
2450,0.039
2460,0.041
2470,0.034
2480,0.030
2490,0.034
2500,0.035
2510,0.042
2520,0.038
2530,0.027
2540,0.028
2550,0.031
2560,0.027
2570,0.022
2580,0.028
2590,0.028
2600,0.023
2610,0.024
2620,0.026
2630,0.027
2640,0.024
2650,0.027
2660,0.023
2670,0.028
2680,0.026
2690,0.028
2700,0.039
2710,0.026
2720,0.027
2730,0.034
2740,0.032
2750,0.031
2760,0.034
2770,0.041
2780,0.028
2790,0.027
2800,0.034
2810,0.028
2820,0.032
2830,0.034
2840,0.027
2850,0.026
2860,0.019
2870,0.016
2880,0.011
2890,0.009
2900,0.019
2910,0.032
2920,0.027
2930,0.031
2940,0.027
2950,0.032
2960,0.039
2970,0.043
2980,0.028
2990,0.035
3000,0.031
