# time, fQ
0,1.000
10,0.943
20,0.896
30,0.911
40,0.881
50,0.867
60,0.828
70,0.851
80,0.792
90,0.834
100,0.838
110,0.834
120,0.821
130,0.811
140,0.789
150,0.821
160,0.765
170,0.748
180,0.727
190,0.766
200,0.742
210,0.706
220,0.700
230,0.710
240,0.712
250,0.712
260,0.675
270,0.663
280,0.682
290,0.629
300,0.613
310,0.618
320,0.585
330,0.610
340,0.558
350,0.568
360,0.547
370,0.541
380,0.567
390,0.544
400,0.529
410,0.513
420,0.497
430,0.505
440,0.509
450,0.512
460,0.501
470,0.517
480,0.499
490,0.528
500,0.494
510,0.505
520,0.471
530,0.483
540,0.440
550,0.457
560,0.455
570,0.470
580,0.461
590,0.465
600,0.464
610,0.470
620,0.449
630,0.465
640,0.449
650,0.444
660,0.440
670,0.430
680,0.447
690,0.447
700,0.430
710,0.434
720,0.434
730,0.453
740,0.474
750,0.444
760,0.475
770,0.449
780,0.479
790,0.453
800,0.429
810,0.432
820,0.424
830,0.391
840,0.418
850,0.391
860,0.379
870,0.368
880,0.378
890,0.363
900,0.382
910,0.363
920,0.344
930,0.353
940,0.361
950,0.356
960,0.325
970,0.313
980,0.306
990,0.281
1000,0.286
1010,0.273
1020,0.273
1030,0.271
1040,0.294
1050,0.271
1060,0.272
1070,0.269
1080,0.267
1090,0.261
1100,0.265
1110,0.244
1120,0.261
1130,0.258
1140,0.290
1150,0.288
1160,0.290
1170,0.277
1180,0.252
1190,0.246
1200,0.245
1210,0.234
1220,0.237
1230,0.227
1240,0.214
1250,0.223
1260,0.206
1270,0.188
1280,0.195
1290,0.172
1300,0.166
1310,0.158
1320,0.157
1330,0.135
1340,0.154
1350,0.161
1360,0.152
1370,0.143
1380,0.142
1390,0.142
1400,0.126
1410,0.130
1420,0.122
1430,0.129
1440,0.107
1450,0.107
1460,0.115
1470,0.108
1480,0.118
1490,0.103
1500,0.101
1510,0.096
1520,0.089
1530,0.088
1540,0.104
1550,0.100
1560,0.091
1570,0.095
1580,0.078
1590,0.096
1600,0.081
1610,0.084
1620,0.093
1630,0.089
1640,0.077
1650,0.070
1660,0.069
1670,0.068
1680,0.068
1690,0.061
1700,0.055
1710,0.062
1720,0.058
1730,0.078
1740,0.068
1750,0.064
1760,0.065
1770,0.060
1780,0.060
1790,0.076
1800,0.072
1810,0.076
1820,0.078
1830,0.080
1840,0.080
1850,0.068
1860,0.070
1870,0.068
1880,0.068
1890,0.065
1900,0.055
1910,0.065
1920,0.046
1930,0.060
1940,0.051
1950,0.060
1960,0.068
1970,0.058
1980,0.057
1990,0.049
2000,0.054
2010,0.050
2020,0.053
2030,0.058
2040,0.054
2050,0.062
2060,0.046
2070,0.057
2080,0.051
2090,0.054
2100,0.058
2110,0.042
2120,0.039
2130,0.050
2140,0.068
2150,0.057
2160,0.061
2170,0.045
2180,0.042
2190,0.042
2200,0.034
2210,0.042
2220,0.038
2230,0.042
2240,0.047
2250,0.047
2260,0.050
2270,0.043
2280,0.050
2290,0.043
2300,0.050
2310,0.031
2320,0.039
2330,0.050
2340,0.045
2350,0.043
2360,0.042
2370,0.041
2380,0.035
2390,0.028
2400,0.041
2410,0.035
2420,0.043
2430,0.034
2440,0.031
2450,0.035
2460,0.042
2470,0.046
2480,0.050
2490,0.050
2500,0.039
2510,0.045
2520,0.055
2530,0.047
2540,0.051
2550,0.047
2560,0.037
2570,0.035
2580,0.027
2590,0.024
2600,0.038
2610,0.024
2620,0.032
2630,0.026
2640,0.031
2650,0.037
2660,0.026
2670,0.023
2680,0.042
2690,0.037
2700,0.031
2710,0.045
2720,0.034
2730,0.043
2740,0.041
2750,0.032
2760,0.028
2770,0.031
2780,0.032
2790,0.024
2800,0.023
2810,0.030
2820,0.028
2830,0.032
2840,0.034
2850,0.030
2860,0.035
2870,0.047
2880,0.055
2890,0.049
2900,0.058
2910,0.053
2920,0.042
2930,0.053
2940,0.049
2950,0.049
2960,0.050
2970,0.042
2980,0.043
2990,0.046
3000,0.049
