# time, fQ
0,1.000
10,0.930
20,0.931
30,0.888
40,0.876
50,0.853
60,0.835
70,0.834
80,0.842
90,0.828
100,0.815
110,0.796
120,0.778
130,0.762
140,0.754
150,0.798
160,0.762
170,0.740
180,0.740
190,0.723
200,0.700
210,0.697
220,0.698
230,0.694
240,0.655
250,0.620
260,0.637
270,0.663
280,0.641
290,0.627
300,0.631
310,0.622
320,0.633
330,0.647
340,0.606
350,0.586
360,0.605
370,0.617
380,0.606
390,0.581
400,0.581
410,0.608
420,0.576
430,0.563
440,0.548
450,0.585
460,0.551
470,0.525
480,0.513
490,0.529
500,0.547
510,0.501
520,0.471
530,0.463
540,0.461
550,0.470
560,0.421
570,0.448
580,0.418
590,0.409
600,0.451
610,0.417
620,0.392
630,0.403
640,0.386
650,0.399
660,0.375
670,0.369
680,0.294
690,0.322
700,0.309
710,0.333
720,0.327
730,0.359
740,0.330
750,0.345
760,0.346
770,0.346
780,0.319
790,0.344
800,0.309
810,0.309
820,0.283
830,0.296
840,0.265
850,0.252
860,0.287
870,0.263
880,0.250
890,0.242
900,0.257
910,0.227
920,0.227
930,0.184
940,0.185
950,0.187
960,0.187
970,0.196
980,0.185
990,0.207
1000,0.206
1010,0.179
1020,0.161
1030,0.147
1040,0.172
1050,0.158
1060,0.156
1070,0.142
1080,0.127
1090,0.115
1100,0.112
1110,0.110
1120,0.099
1130,0.104
1140,0.089
1150,0.083
1160,0.077
1170,0.087
1180,0.087
1190,0.084
1200,0.083
1210,0.083
1220,0.077
1230,0.062
1240,0.072
1250,0.081
1260,0.066
1270,0.081
1280,0.060
1290,0.069
1300,0.084
1310,0.074
1320,0.074
1330,0.072
1340,0.068
1350,0.080
1360,0.072
1370,0.065
1380,0.064
1390,0.077
1400,0.070
1410,0.078
1420,0.045
1430,0.042
1440,0.042
1450,0.047
1460,0.042
1470,0.049
1480,0.046
1490,0.038
1500,0.041
1510,0.045
1520,0.037
1530,0.035
1540,0.039
1550,0.042
1560,0.037
1570,0.037
1580,0.049
1590,0.045
1600,0.043
1610,0.050
1620,0.066
1630,0.060
1640,0.039
1650,0.038
1660,0.046
1670,0.064
1680,0.058
1690,0.064
1700,0.060
1710,0.050
1720,0.053
1730,0.049
1740,0.045
1750,0.039
1760,0.045
1770,0.047
1780,0.053
1790,0.051
1800,0.042
1810,0.053
1820,0.043
1830,0.047
1840,0.042
1850,0.041
1860,0.039
1870,0.022
1880,0.026
1890,0.023
1900,0.024
1910,0.031
1920,0.024
1930,0.020
1940,0.026
1950,0.038
1960,0.054
1970,0.045
1980,0.053
1990,0.053
2000,0.047
2010,0.035
2020,0.042
2030,0.037
2040,0.035
2050,0.032
2060,0.034
2070,0.034
2080,0.034
2090,0.035
2100,0.050
2110,0.046
2120,0.043
2130,0.050
2140,0.055
2150,0.057
2160,0.061
2170,0.058
2180,0.054
2190,0.050
2200,0.043
2210,0.038
2220,0.034
2230,0.030
2240,0.024
2250,0.026
2260,0.024
2270,0.035
2280,0.034
2290,0.045
2300,0.034
2310,0.039
2320,0.028
2330,0.026
2340,0.016
2350,0.030
2360,0.034
2370,0.028
2380,0.023
2390,0.019
2400,0.014
2410,0.022
2420,0.020
2430,0.024
2440,0.030
2450,0.026
2460,0.028
2470,0.026
2480,0.026
2490,0.027
2500,0.019
2510,0.028
2520,0.031
2530,0.035
2540,0.032
2550,0.030
2560,0.026
2570,0.023
2580,0.028
2590,0.031
2600,0.023
2610,0.038
2620,0.031
2630,0.032
2640,0.034
2650,0.050
2660,0.032
2670,0.039
2680,0.032
2690,0.037
2700,0.032
2710,0.030
2720,0.024
2730,0.032
2740,0.018
2750,0.016
2760,0.020
2770,0.019
2780,0.019
2790,0.023
2800,0.018
2810,0.022
2820,0.019
2830,0.023
2840,0.016
2850,0.015
2860,0.018
2870,0.018
2880,0.022
2890,0.020
2900,0.030
2910,0.022
2920,0.019
2930,0.030
2940,0.024
2950,0.022
2960,0.020
2970,0.024
2980,0.024
2990,0.018
3000,0.022
