# time, fQ
0,1.000
10,0.916
20,0.900
30,0.877
40,0.844
50,0.838
60,0.809
70,0.793
80,0.809
90,0.786
100,0.747
110,0.774
120,0.767
130,0.774
140,0.762
150,0.747
160,0.765
170,0.758
180,0.736
190,0.706
200,0.700
210,0.712
220,0.686
230,0.678
240,0.716
250,0.705
260,0.679
270,0.648
280,0.627
290,0.650
300,0.621
310,0.631
320,0.564
330,0.617
340,0.568
350,0.591
360,0.568
370,0.553
380,0.530
390,0.495
400,0.518
410,0.503
420,0.497
430,0.475
440,0.456
450,0.449
460,0.442
470,0.438
480,0.437
490,0.432
500,0.448
510,0.442
520,0.418
530,0.433
540,0.417
550,0.406
560,0.407
570,0.399
580,0.419
590,0.382
600,0.380
610,0.357
620,0.353
630,0.372
640,0.348
650,0.359
660,0.332
670,0.311
680,0.310
690,0.329
700,0.330
710,0.341
720,0.313
730,0.321
740,0.340
750,0.294
760,0.291
770,0.272
780,0.263
790,0.233
800,0.196
810,0.206
820,0.191
830,0.188
840,0.187
850,0.195
860,0.184
870,0.187
880,0.188
890,0.198
900,0.180
910,0.172
920,0.150
930,0.152
940,0.154
950,0.156
960,0.165
970,0.160
980,0.156
990,0.165
1000,0.181
1010,0.157
1020,0.165
1030,0.147
1040,0.139
1050,0.145
1060,0.146
1070,0.143
1080,0.119
1090,0.130
1100,0.123
1110,0.122
1120,0.111
1130,0.137
1140,0.126
1150,0.126
1160,0.145
1170,0.146
1180,0.156
1190,0.143
1200,0.150
1210,0.160
1220,0.153
1230,0.158
1240,0.134
1250,0.162
1260,0.149
1270,0.142
1280,0.123
1290,0.119
1300,0.131
1310,0.135
1320,0.119
1330,0.120
1340,0.130
1350,0.131
1360,0.137
1370,0.164
1380,0.164
1390,0.161
1400,0.156
1410,0.152
1420,0.126
1430,0.145
1440,0.124
1450,0.129
1460,0.131
1470,0.130
1480,0.130
1490,0.115
1500,0.123
1510,0.104
1520,0.118
1530,0.126
1540,0.127
1550,0.116
1560,0.088
1570,0.099
1580,0.088
1590,0.096
1600,0.099
1610,0.096
1620,0.108
1630,0.111
1640,0.114
1650,0.110
1660,0.103
1670,0.107
1680,0.108
1690,0.111
1700,0.114
1710,0.119
1720,0.122
1730,0.114
1740,0.106
1750,0.100
1760,0.095
1770,0.089
1780,0.097
1790,0.096
1800,0.106
1810,0.104
1820,0.103
1830,0.130
1840,0.107
1850,0.092
1860,0.093
1870,0.093
1880,0.074
1890,0.089
1900,0.074
1910,0.074
1920,0.087
1930,0.077
1940,0.076
1950,0.070
1960,0.076
1970,0.077
1980,0.074
1990,0.070
2000,0.064
2010,0.070
2020,0.085
2030,0.076
2040,0.073
2050,0.077
2060,0.078
2070,0.065
2080,0.069
2090,0.057
2100,0.060
2110,0.043
2120,0.069
2130,0.058
2140,0.070
2150,0.066
2160,0.062
2170,0.051
2180,0.057
2190,0.062
2200,0.058
2210,0.055
2220,0.066
2230,0.062
2240,0.057
2250,0.045
2260,0.049
2270,0.065
2280,0.037
2290,0.043
2300,0.050
2310,0.051
2320,0.060
2330,0.053
2340,0.057
2350,0.034
2360,0.031
2370,0.027
2380,0.042
2390,0.039
2400,0.053
2410,0.046
2420,0.037
2430,0.042
2440,0.043
2450,0.050
2460,0.028
2470,0.034
2480,0.031
2490,0.027
2500,0.028
2510,0.034
2520,0.034
2530,0.050
2540,0.039
2550,0.038
2560,0.031
2570,0.038
2580,0.043
2590,0.038
2600,0.043
2610,0.035
2620,0.028
2630,0.041
2640,0.039
2650,0.032
2660,0.027
2670,0.031
2680,0.030
2690,0.031
2700,0.023
2710,0.026
2720,0.027
2730,0.031
2740,0.035
2750,0.026
2760,0.032
2770,0.043
2780,0.034
2790,0.018
2800,0.023
2810,0.023
2820,0.031
2830,0.031
2840,0.031
2850,0.037
2860,0.051
2870,0.045
2880,0.035
2890,0.043
2900,0.042
2910,0.034
2920,0.039
2930,0.045
2940,0.042
2950,0.030
2960,0.032
2970,0.030
2980,0.030
2990,0.034
3000,0.023
