# time, fQ
0,0.689
10,0.579
20,0.547
30,0.530
40,0.537
50,0.491
60,0.461
70,0.442
80,0.406
90,0.418
100,0.395
110,0.398
120,0.359
130,0.361
140,0.365
150,0.394
160,0.379
170,0.388
180,0.334
190,0.350
200,0.363
210,0.336
220,0.287
230,0.307
240,0.271
250,0.267
260,0.261
270,0.249
280,0.222
290,0.203
300,0.195
310,0.212
320,0.210
330,0.208
340,0.196
350,0.222
360,0.189
370,0.198
380,0.199
390,0.202
400,0.192
410,0.184
420,0.185
430,0.160
440,0.183
450,0.180
460,0.192
470,0.162
480,0.153
490,0.150
500,0.177
510,0.172
520,0.157
530,0.141
540,0.139
550,0.143
560,0.138
570,0.129
580,0.131
590,0.133
600,0.135
610,0.134
620,0.134
630,0.129
640,0.122
650,0.124
660,0.106
670,0.119
680,0.127
690,0.115
700,0.108
710,0.096
720,0.095
730,0.084
740,0.087
750,0.077
760,0.083
770,0.081
780,0.084
790,0.081
800,0.089
810,0.097
820,0.085
830,0.080
840,0.092
850,0.074
860,0.083
870,0.083
880,0.069
890,0.078
900,0.070
910,0.074
920,0.069
930,0.058
940,0.062
950,0.055
960,0.060
970,0.064
980,0.061
990,0.053
1000,0.068
1010,0.069
1020,0.081
1030,0.072
1040,0.073
1050,0.093
1060,0.057
1070,0.065
1080,0.062
1090,0.070
1100,0.050
1110,0.041
1120,0.038
1130,0.037
1140,0.038
1150,0.028
1160,0.034
1170,0.034
1180,0.030
1190,0.046
1200,0.032
1210,0.026
1220,0.035
1230,0.035
1240,0.028
1250,0.024
1260,0.028
1270,0.037
1280,0.028
1290,0.026
1300,0.027
1310,0.024
1320,0.024
1330,0.026
1340,0.034
1350,0.023
1360,0.041
1370,0.042
1380,0.039
1390,0.030
1400,0.038
1410,0.046
1420,0.031
1430,0.024
1440,0.041
1450,0.030
1460,0.026
1470,0.034
1480,0.019
1490,0.012
1500,0.018
1510,0.018
1520,0.020
1530,0.018
1540,0.016
1550,0.015
1560,0.016
1570,0.014
1580,0.015
1590,0.014
1600,0.023
1610,0.032
1620,0.023
1630,0.016
1640,0.020
1650,0.018
1660,0.022
1670,0.018
1680,0.016
1690,0.019
1700,0.032
1710,0.034
1720,0.031
1730,0.032
1740,0.024
1750,0.016
1760,0.024
1770,0.023
1780,0.028
1790,0.028
1800,0.026
1810,0.035
1820,0.028
1830,0.018
1840,0.026
1850,0.020
1860,0.023
1870,0.011
1880,0.012
1890,0.022
1900,0.030
1910,0.030
1920,0.030
1930,0.041
1940,0.032
1950,0.038
1960,0.038
1970,0.038
1980,0.026
1990,0.031
2000,0.030
