# time, fQ
0,0.851
10,0.720
20,0.697
30,0.666
40,0.666
50,0.632
60,0.635
70,0.602
80,0.609
90,0.629
100,0.620
110,0.599
120,0.574
130,0.597
140,0.574
150,0.571
160,0.549
170,0.526
180,0.526
190,0.529
200,0.498
210,0.506
220,0.501
230,0.507
240,0.530
250,0.509
260,0.541
270,0.520
280,0.512
290,0.560
300,0.529
310,0.555
320,0.514
330,0.528
340,0.539
350,0.522
360,0.495
370,0.505
380,0.493
390,0.474
400,0.442
410,0.478
420,0.474
430,0.451
440,0.444
450,0.433
460,0.415
470,0.436
480,0.405
490,0.391
500,0.396
510,0.367
520,0.368
530,0.360
540,0.355
550,0.334
560,0.336
570,0.321
580,0.318
590,0.346
600,0.317
610,0.333
620,0.311
630,0.299
640,0.323
650,0.295
660,0.303
670,0.303
680,0.281
690,0.267
700,0.287
710,0.290
720,0.284
730,0.265
740,0.269
750,0.265
760,0.265
770,0.248
780,0.240
790,0.229
800,0.221
810,0.225
820,0.222
830,0.219
840,0.226
850,0.204
860,0.206
870,0.202
880,0.181
890,0.179
900,0.191
910,0.176
920,0.171
930,0.156
940,0.147
950,0.149
960,0.150
970,0.145
980,0.158
990,0.154
1000,0.160
1010,0.164
1020,0.154
1030,0.162
1040,0.165
1050,0.172
1060,0.168
1070,0.158
1080,0.157
1090,0.131
1100,0.138
1110,0.143
1120,0.147
1130,0.123
1140,0.153
1150,0.146
1160,0.131
1170,0.134
1180,0.161
1190,0.135
1200,0.145
1210,0.130
1220,0.145
1230,0.131
1240,0.145
1250,0.137
1260,0.127
1270,0.133
1280,0.149
1290,0.133
1300,0.133
1310,0.122
1320,0.107
1330,0.123
1340,0.116
1350,0.118
1360,0.104
1370,0.123
1380,0.111
1390,0.101
1400,0.107
1410,0.107
1420,0.088
1430,0.099
1440,0.091
1450,0.104
1460,0.091
1470,0.083
1480,0.083
1490,0.085
1500,0.085
1510,0.089
1520,0.076
1530,0.089
1540,0.095
1550,0.100
1560,0.091
1570,0.104
1580,0.096
1590,0.107
1600,0.093
1610,0.080
1620,0.078
1630,0.074
1640,0.074
1650,0.062
1660,0.065
1670,0.073
1680,0.061
1690,0.065
1700,0.058
1710,0.058
1720,0.057
1730,0.055
1740,0.046
1750,0.065
1760,0.066
1770,0.061
1780,0.043
1790,0.035
1800,0.041
1810,0.030
1820,0.031
1830,0.039
1840,0.042
1850,0.030
1860,0.024
1870,0.027
1880,0.031
1890,0.030
1900,0.041
1910,0.053
1920,0.034
1930,0.041
1940,0.031
1950,0.035
1960,0.035
1970,0.049
1980,0.032
1990,0.037
2000,0.027
2010,0.023
2020,0.032
2030,0.030
2040,0.034
2050,0.026
2060,0.027
2070,0.043
2080,0.050
2090,0.046
2100,0.047
2110,0.037
2120,0.046
2130,0.037
2140,0.032
2150,0.038
2160,0.042
2170,0.039
2180,0.051
2190,0.054
2200,0.046
2210,0.045
2220,0.047
2230,0.039
2240,0.049
2250,0.041
2260,0.039
2270,0.051
2280,0.051
2290,0.049
2300,0.032
2310,0.030
2320,0.035
2330,0.031
2340,0.042
2350,0.047
2360,0.038
2370,0.038
2380,0.046
2390,0.034
2400,0.038
2410,0.030
2420,0.027
2430,0.032
2440,0.032
2450,0.030
2460,0.030
2470,0.030
2480,0.037
2490,0.038
2500,0.030
2510,0.035
2520,0.035
2530,0.038
2540,0.045
2550,0.047
2560,0.039
2570,0.032
2580,0.038
2590,0.041
2600,0.039
2610,0.043
2620,0.035
2630,0.047
2640,0.045
2650,0.046
2660,0.047
2670,0.046
2680,0.054
2690,0.055
2700,0.057
2710,0.062
2720,0.050
2730,0.042
2740,0.045
2750,0.045
2760,0.041
2770,0.038
2780,0.038
2790,0.042
2800,0.039
2810,0.031
2820,0.035
2830,0.030
2840,0.038
2850,0.051
2860,0.045
2870,0.043
2880,0.042
2890,0.034
2900,0.045
2910,0.053
2920,0.037
2930,0.028
2940,0.054
2950,0.051
2960,0.047
2970,0.050
2980,0.058
2990,0.043
3000,0.047
