# time, fQ
0,0.851
10,0.678
20,0.681
30,0.629
40,0.652
50,0.643
60,0.650
70,0.647
80,0.621
90,0.632
100,0.613
110,0.597
120,0.581
130,0.567
140,0.549
150,0.602
160,0.608
170,0.558
180,0.540
190,0.537
200,0.533
210,0.507
220,0.516
230,0.490
240,0.497
250,0.483
260,0.464
270,0.480
280,0.482
290,0.453
300,0.461
310,0.444
320,0.444
330,0.419
340,0.411
350,0.418
360,0.453
370,0.407
380,0.396
390,0.392
400,0.399
410,0.382
420,0.372
430,0.376
440,0.369
450,0.337
460,0.346
470,0.365
480,0.327
490,0.340
500,0.355
510,0.368
520,0.326
530,0.309
540,0.321
550,0.333
560,0.299
570,0.267
580,0.257
590,0.241
600,0.280
610,0.265
620,0.240
630,0.248
640,0.235
650,0.207
660,0.219
670,0.202
680,0.184
690,0.191
700,0.212
710,0.171
720,0.179
730,0.153
740,0.135
750,0.135
760,0.118
770,0.133
780,0.130
790,0.124
800,0.119
810,0.134
820,0.122
830,0.115
840,0.123
850,0.126
860,0.120
870,0.118
880,0.111
890,0.123
900,0.111
910,0.147
920,0.114
930,0.103
940,0.120
950,0.114
960,0.108
970,0.108
980,0.116
990,0.116
1000,0.122
1010,0.104
1020,0.108
1030,0.095
1040,0.096
1050,0.097
1060,0.078
1070,0.084
1080,0.083
1090,0.076
1100,0.070
1110,0.070
1120,0.062
1130,0.057
1140,0.060
1150,0.057
1160,0.055
1170,0.047
1180,0.055
1190,0.055
1200,0.045
1210,0.053
1220,0.054
1230,0.057
1240,0.065
1250,0.049
1260,0.062
1270,0.068
1280,0.061
1290,0.057
1300,0.064
1310,0.047
1320,0.057
1330,0.053
1340,0.069
1350,0.053
1360,0.061
1370,0.064
1380,0.070
1390,0.065
1400,0.081
1410,0.081
1420,0.072
1430,0.073
1440,0.064
1450,0.058
1460,0.053
1470,0.062
1480,0.055
1490,0.054
1500,0.068
1510,0.065
1520,0.060
1530,0.065
1540,0.073
1550,0.060
1560,0.049
1570,0.039
1580,0.046
1590,0.049
1600,0.037
1610,0.046
1620,0.045
1630,0.049
1640,0.051
1650,0.051
1660,0.049
1670,0.037
1680,0.032
1690,0.042
1700,0.051
1710,0.047
1720,0.069
1730,0.065
1740,0.070
1750,0.072
1760,0.062
1770,0.065
1780,0.058
1790,0.062
1800,0.061
1810,0.061
1820,0.057
1830,0.046
1840,0.060
1850,0.061
1860,0.047
1870,0.060
1880,0.060
1890,0.049
1900,0.054
1910,0.045
1920,0.049
1930,0.054
1940,0.051
1950,0.045
1960,0.045
1970,0.043
1980,0.042
1990,0.051
2000,0.049
2010,0.049
2020,0.070
2030,0.047
2040,0.057
2050,0.043
2060,0.061
2070,0.061
2080,0.047
2090,0.046
2100,0.046
2110,0.043
2120,0.043
2130,0.046
2140,0.043
2150,0.042
2160,0.047
2170,0.050
2180,0.039
2190,0.039
2200,0.049
2210,0.060
2220,0.062
2230,0.062
2240,0.072
2250,0.055
2260,0.054
2270,0.051
2280,0.041
2290,0.045
2300,0.041
2310,0.047
2320,0.050
2330,0.037
2340,0.037
2350,0.053
2360,0.050
2370,0.039
2380,0.043
2390,0.046
2400,0.042
2410,0.037
2420,0.053
2430,0.050
2440,0.069
2450,0.060
2460,0.058
2470,0.050
2480,0.064
2490,0.043
2500,0.055
2510,0.043
2520,0.041
2530,0.046
2540,0.058
2550,0.054
2560,0.053
2570,0.064
2580,0.045
2590,0.043
2600,0.046
2610,0.041
2620,0.038
2630,0.028
2640,0.038
2650,0.046
2660,0.043
2670,0.043
2680,0.034
2690,0.034
2700,0.035
2710,0.038
2720,0.043
2730,0.039
2740,0.057
2750,0.043
2760,0.055
2770,0.055
2780,0.058
2790,0.051
2800,0.049
2810,0.065
2820,0.053
2830,0.045
2840,0.049
2850,0.050
2860,0.041
2870,0.035
2880,0.034
2890,0.034
2900,0.027
2910,0.034
2920,0.026
2930,0.038
2940,0.034
2950,0.049
2960,0.046
2970,0.051
2980,0.060
2990,0.061
3000,0.054
