# time, fQ
0,0.851
10,0.698
20,0.673
30,0.706
40,0.671
50,0.651
60,0.633
70,0.668
80,0.639
90,0.635
100,0.650
110,0.664
120,0.644
130,0.656
140,0.640
150,0.660
160,0.651
170,0.671
180,0.666
190,0.658
200,0.645
210,0.648
220,0.628
230,0.632
240,0.647
250,0.633
260,0.608
270,0.627
280,0.608
290,0.605
300,0.616
310,0.613
320,0.686
330,0.668
340,0.683
350,0.681
360,0.662
370,0.635
380,0.656
390,0.651
400,0.656
410,0.624
420,0.648
430,0.650
440,0.641
450,0.643
460,0.633
470,0.648
480,0.627
490,0.621
500,0.624
510,0.618
520,0.606
530,0.609
540,0.595
550,0.591
560,0.582
570,0.548
580,0.571
590,0.572
600,0.582
610,0.605
620,0.622
630,0.570
640,0.587
650,0.590
660,0.572
670,0.566
680,0.556
690,0.575
700,0.549
710,0.532
720,0.559
730,0.559
740,0.551
750,0.553
760,0.540
770,0.556
780,0.553
790,0.566
800,0.543
810,0.564
820,0.583
830,0.558
840,0.598
850,0.544
860,0.581
870,0.571
880,0.532
890,0.529
900,0.537
910,0.541
920,0.566
930,0.553
940,0.541
950,0.548
960,0.555
970,0.549
980,0.553
990,0.536
1000,0.552
1010,0.547
1020,0.547
1030,0.545
1040,0.551
1050,0.574
1060,0.545
1070,0.525
1080,0.528
1090,0.526
1100,0.520
1110,0.522
1120,0.539
1130,0.544
1140,0.555
1150,0.558
1160,0.575
1170,0.570
1180,0.545
1190,0.539
1200,0.541
1210,0.547
1220,0.572
1230,0.543
1240,0.552
1250,0.586
1260,0.536
1270,0.543
1280,0.558
1290,0.530
1300,0.539
1310,0.507
1320,0.520
1330,0.516
1340,0.522
1350,0.517
1360,0.497
1370,0.482
1380,0.452
1390,0.476
1400,0.502
1410,0.507
1420,0.503
1430,0.516
1440,0.507
1450,0.509
1460,0.535
1470,0.520
1480,0.509
1490,0.491
1500,0.475
1510,0.474
1520,0.467
1530,0.468
1540,0.456
1550,0.445
1560,0.475
1570,0.460
1580,0.474
1590,0.471
1600,0.474
1610,0.470
1620,0.464
1630,0.442
1640,0.442
1650,0.452
1660,0.440
1670,0.471
1680,0.487
1690,0.478
1700,0.468
1710,0.483
1720,0.437
1730,0.445
1740,0.430
1750,0.432
1760,0.406
1770,0.428
1780,0.417
1790,0.399
1800,0.409
1810,0.419
1820,0.440
1830,0.424
1840,0.453
1850,0.451
1860,0.449
1870,0.457
1880,0.463
1890,0.453
1900,0.449
1910,0.433
1920,0.411
1930,0.415
1940,0.414
1950,0.437
1960,0.441
1970,0.413
1980,0.424
1990,0.428
2000,0.429
2010,0.424
2020,0.436
2030,0.437
2040,0.430
2050,0.413
2060,0.414
2070,0.407
2080,0.388
2090,0.396
2100,0.421
2110,0.438
2120,0.405
2130,0.409
2140,0.410
2150,0.411
2160,0.414
2170,0.405
2180,0.415
2190,0.399
2200,0.409
2210,0.411
2220,0.399
