# time, fQ
0,1.000
10,0.950
20,0.911
30,0.869
40,0.899
50,0.901
60,0.881
70,0.863
80,0.862
90,0.859
100,0.834
110,0.829
120,0.844
130,0.801
140,0.836
150,0.817
160,0.825
170,0.808
180,0.763
190,0.754
200,0.775
210,0.789
220,0.747
230,0.750
240,0.756
250,0.801
260,0.760
270,0.760
280,0.752
290,0.739
300,0.742
310,0.755
320,0.727
330,0.713
340,0.701
350,0.739
360,0.731
370,0.729
380,0.727
390,0.731
400,0.727
410,0.723
420,0.710
430,0.710
440,0.704
450,0.702
460,0.690
470,0.714
480,0.720
490,0.716
500,0.668
510,0.705
520,0.701
530,0.702
540,0.721
550,0.674
560,0.667
570,0.644
580,0.664
590,0.624
600,0.614
610,0.641
620,0.633
630,0.635
640,0.571
650,0.587
660,0.624
670,0.627
680,0.608
690,0.593
700,0.616
710,0.606
720,0.632
730,0.624
740,0.616
750,0.629
760,0.624
770,0.636
780,0.631
790,0.643
800,0.597
810,0.572
820,0.568
830,0.583
840,0.606
850,0.567
860,0.602
870,0.568
880,0.579
890,0.568
900,0.559
910,0.564
920,0.547
930,0.624
940,0.587
950,0.612
960,0.620
970,0.570
980,0.585
990,0.544
1000,0.566
1010,0.548
1020,0.521
1030,0.526
1040,0.555
1050,0.559
1060,0.562
1070,0.549
1080,0.537
1090,0.572
1100,0.545
1110,0.568
1120,0.568
1130,0.563
1140,0.555
1150,0.558
1160,0.535
1170,0.579
1180,0.574
1190,0.585
1200,0.543
1210,0.529
1220,0.558
1230,0.553
1240,0.543
1250,0.544
1260,0.517
1270,0.494
1280,0.490
1290,0.484
1300,0.486
1310,0.465
1320,0.448
1330,0.480
1340,0.460
1350,0.449
1360,0.447
1370,0.459
1380,0.441
1390,0.472
1400,0.442
1410,0.448
1420,0.444
1430,0.426
1440,0.419
1450,0.436
1460,0.444
1470,0.447
1480,0.451
1490,0.445
1500,0.455
1510,0.441
1520,0.451
1530,0.425
1540,0.437
1550,0.415
1560,0.410
1570,0.409
1580,0.428
1590,0.432
1600,0.432
1610,0.421
1620,0.395
1630,0.394
1640,0.422
1650,0.432
1660,0.426
1670,0.405
1680,0.421
1690,0.415
1700,0.425
1710,0.394
1720,0.405
1730,0.395
1740,0.386
1750,0.406
1760,0.401
1770,0.395
1780,0.395
1790,0.375
1800,0.376
1810,0.334
1820,0.344
1830,0.357
1840,0.330
1850,0.326
1860,0.329
1870,0.317
1880,0.330
1890,0.344
1900,0.346
1910,0.341
1920,0.361
1930,0.319
1940,0.321
1950,0.283
1960,0.279
1970,0.299
1980,0.304
1990,0.280
2000,0.268
2010,0.311
2020,0.287
2030,0.276
2040,0.275
2050,0.279
2060,0.290
2070,0.267
2080,0.258
2090,0.261
2100,0.248
2110,0.244
2120,0.258
2130,0.238
2140,0.242
2150,0.263
2160,0.272
2170,0.263
2180,0.256
2190,0.258
2200,0.249
2210,0.218
2220,0.227
2230,0.230
2240,0.211
2250,0.214
2260,0.229
2270,0.229
2280,0.249
2290,0.235
2300,0.254
2310,0.242
2320,0.235
2330,0.260
2340,0.245
2350,0.229
2360,0.226
2370,0.246
2380,0.231
2390,0.226
2400,0.219
2410,0.221
2420,0.222
2430,0.229
2440,0.227
2450,0.221
2460,0.237
2470,0.240
2480,0.231
2490,0.217
2500,0.219
2510,0.240
2520,0.222
2530,0.199
2540,0.204
2550,0.202
2560,0.221
2570,0.211
2580,0.198
2590,0.203
2600,0.212
2610,0.198
2620,0.195
2630,0.189
2640,0.200
2650,0.206
2660,0.194
2670,0.176
2680,0.169
2690,0.192
2700,0.189
2710,0.185
2720,0.199
2730,0.200
2740,0.199
2750,0.198
2760,0.180
2770,0.181
2780,0.189
2790,0.192
2800,0.187
2810,0.165
2820,0.177
2830,0.169
2840,0.181
2850,0.165
2860,0.168
2870,0.185
2880,0.157
2890,0.161
2900,0.147
2910,0.143
2920,0.153
2930,0.147
2940,0.134
2950,0.120
2960,0.116
2970,0.126
2980,0.115
2990,0.097
3000,0.114
3010,0.108
3020,0.104
3030,0.107
3040,0.123
3050,0.104
3060,0.101
3070,0.131
3080,0.107
3090,0.110
3100,0.085
3110,0.106
3120,0.103
3130,0.087
3140,0.087
3150,0.080
3160,0.078
3170,0.080
3180,0.084
3190,0.088
3200,0.092
3210,0.091
3220,0.095
3230,0.093
3240,0.087
3250,0.078
3260,0.070
3270,0.060
3280,0.078
3290,0.069
3300,0.058
3310,0.062
3320,0.041
3330,0.049
3340,0.053
3350,0.054
3360,0.053
3370,0.054
3380,0.053
3390,0.085
3400,0.064
3410,0.046
3420,0.045
3430,0.065
3440,0.053
3450,0.066
3460,0.054
3470,0.050
3480,0.046
3490,0.055
3500,0.062
3510,0.069
3520,0.068
3530,0.073
3540,0.062
3550,0.065
3560,0.047
3570,0.062
3580,0.060
3590,0.053
3600,0.061
3610,0.051
3620,0.061
3630,0.055
3640,0.043
3650,0.041
3660,0.038
3670,0.049
3680,0.046
3690,0.038
3700,0.035
3710,0.041
3720,0.047
3730,0.061
3740,0.057
3750,0.055
3760,0.068
3770,0.049
3780,0.037
3790,0.041
3800,0.055
3810,0.057
3820,0.053
3830,0.053
3840,0.049
3850,0.057
3860,0.064
3870,0.065
3880,0.064
3890,0.060
3900,0.060
3910,0.062
3920,0.053
3930,0.054
3940,0.049
3950,0.053
3960,0.051
3970,0.041
3980,0.057
3990,0.062
4000,0.069
