# time, fQ
0,1.000
10,0.940
20,0.942
30,0.913
40,0.907
50,0.876
60,0.874
70,0.871
80,0.865
90,0.865
100,0.840
110,0.829
120,0.851
130,0.835
140,0.793
150,0.809
160,0.773
170,0.790
180,0.792
190,0.794
200,0.805
210,0.801
220,0.808
230,0.801
240,0.797
250,0.755
260,0.777
270,0.701
280,0.759
290,0.733
300,0.728
310,0.737
320,0.733
330,0.751
340,0.747
350,0.760
360,0.744
370,0.769
380,0.762
390,0.727
400,0.742
410,0.754
420,0.691
430,0.709
440,0.720
450,0.716
460,0.728
470,0.681
480,0.716
490,0.687
500,0.724
510,0.708
520,0.729
530,0.714
540,0.720
550,0.717
560,0.698
570,0.702
580,0.694
590,0.724
600,0.706
610,0.708
620,0.668
630,0.662
640,0.679
650,0.664
660,0.624
670,0.622
680,0.617
690,0.640
700,0.662
710,0.663
720,0.648
730,0.625
740,0.613
750,0.660
760,0.632
770,0.614
780,0.591
790,0.598
800,0.583
810,0.575
820,0.571
830,0.576
840,0.547
850,0.560
860,0.548
870,0.530
880,0.541
890,0.575
900,0.552
910,0.555
920,0.552
930,0.560
940,0.513
950,0.545
960,0.541
970,0.518
980,0.528
990,0.547
1000,0.566
1010,0.544
1020,0.567
1030,0.568
1040,0.563
1050,0.585
1060,0.540
1070,0.556
1080,0.571
1090,0.558
1100,0.558
1110,0.509
1120,0.521
1130,0.545
1140,0.541
1150,0.552
1160,0.549
1170,0.518
1180,0.545
1190,0.545
1200,0.549
1210,0.566
1220,0.553
1230,0.572
1240,0.547
1250,0.541
1260,0.543
1270,0.545
1280,0.562
1290,0.563
1300,0.536
1310,0.567
1320,0.549
1330,0.528
1340,0.526
1350,0.526
1360,0.528
1370,0.507
1380,0.512
1390,0.520
1400,0.525
1410,0.472
1420,0.472
1430,0.487
1440,0.448
1450,0.415
1460,0.451
1470,0.428
1480,0.441
1490,0.405
1500,0.405
1510,0.410
1520,0.401
1530,0.399
1540,0.379
1550,0.378
1560,0.391
1570,0.380
1580,0.384
1590,0.364
1600,0.382
1610,0.395
1620,0.403
1630,0.390
1640,0.386
1650,0.391
1660,0.369
1670,0.376
1680,0.384
1690,0.398
1700,0.375
1710,0.378
1720,0.357
1730,0.361
1740,0.340
1750,0.349
1760,0.380
1770,0.325
1780,0.357
1790,0.332
1800,0.340
1810,0.342
1820,0.350
1830,0.355
1840,0.365
1850,0.360
1860,0.353
1870,0.376
1880,0.352
1890,0.379
1900,0.346
1910,0.338
1920,0.333
1930,0.342
1940,0.338
1950,0.311
1960,0.330
1970,0.311
1980,0.314
1990,0.304
2000,0.310
2010,0.307
2020,0.287
2030,0.288
2040,0.288
2050,0.306
2060,0.311
2070,0.299
2080,0.304
2090,0.323
2100,0.310
2110,0.302
2120,0.277
2130,0.281
2140,0.258
2150,0.272
2160,0.263
2170,0.264
2180,0.268
2190,0.260
2200,0.235
2210,0.254
2220,0.233
2230,0.271
2240,0.248
2250,0.254
2260,0.211
2270,0.208
2280,0.235
2290,0.204
2300,0.208
2310,0.244
2320,0.240
2330,0.221
2340,0.207
2350,0.214
2360,0.194
2370,0.208
2380,0.208
2390,0.189
2400,0.196
2410,0.194
2420,0.210
2430,0.207
2440,0.211
2450,0.180
2460,0.177
2470,0.180
2480,0.169
2490,0.164
2500,0.185
2510,0.153
2520,0.177
2530,0.188
2540,0.158
2550,0.147
2560,0.158
2570,0.153
2580,0.138
2590,0.145
2600,0.130
2610,0.145
2620,0.156
2630,0.175
2640,0.157
2650,0.177
2660,0.153
2670,0.156
2680,0.149
2690,0.150
2700,0.169
2710,0.160
2720,0.156
2730,0.166
2740,0.171
2750,0.172
2760,0.165
2770,0.165
2780,0.154
2790,0.158
2800,0.169
2810,0.171
2820,0.175
2830,0.156
2840,0.147
2850,0.160
2860,0.147
2870,0.150
2880,0.129
2890,0.143
2900,0.150
2910,0.129
2920,0.124
2930,0.115
2940,0.129
2950,0.135
2960,0.134
2970,0.119
2980,0.135
2990,0.122
3000,0.127
3010,0.127
3020,0.138
3030,0.111
3040,0.114
3050,0.104
3060,0.103
3070,0.101
3080,0.095
3090,0.093
3100,0.100
3110,0.088
3120,0.093
3130,0.089
3140,0.096
3150,0.088
3160,0.092
3170,0.106
3180,0.107
3190,0.104
3200,0.110
3210,0.103
3220,0.100
3230,0.100
3240,0.095
3250,0.107
3260,0.095
3270,0.088
3280,0.084
3290,0.087
3300,0.084
3310,0.085
3320,0.096
3330,0.096
3340,0.099
3350,0.093
3360,0.084
3370,0.092
3380,0.095
3390,0.089
3400,0.091
3410,0.085
3420,0.083
3430,0.093
3440,0.081
3450,0.087
3460,0.092
3470,0.073
3480,0.093
3490,0.083
3500,0.099
3510,0.074
3520,0.081
3530,0.088
3540,0.080
3550,0.080
3560,0.072
3570,0.087
3580,0.092
3590,0.100
3600,0.089
3610,0.083
3620,0.077
3630,0.073
3640,0.062
3650,0.064
3660,0.080
3670,0.070
3680,0.053
3690,0.060
3700,0.054
3710,0.049
3720,0.041
3730,0.051
3740,0.050
3750,0.037
3760,0.042
3770,0.039
3780,0.041
3790,0.043
3800,0.046
3810,0.050
3820,0.053
3830,0.046
3840,0.046
3850,0.053
3860,0.051
3870,0.041
3880,0.053
3890,0.053
3900,0.057
3910,0.042
3920,0.042
3930,0.049
3940,0.054
3950,0.057
3960,0.064
3970,0.050
3980,0.045
3990,0.055
4000,0.053
