# time, fQ
0,1.000
10,0.947
20,0.953
30,0.913
40,0.913
50,0.896
60,0.899
70,0.892
80,0.903
90,0.877
100,0.897
110,0.897
120,0.874
130,0.878
140,0.854
150,0.840
160,0.873
170,0.854
180,0.843
190,0.839
200,0.838
210,0.838
220,0.844
230,0.839
240,0.823
250,0.846
260,0.844
270,0.838
280,0.816
290,0.800
300,0.809
310,0.820
320,0.820
330,0.793
340,0.777
350,0.769
360,0.789
370,0.782
380,0.770
390,0.769
400,0.796
410,0.809
420,0.794
430,0.797
440,0.817
450,0.811
460,0.801
470,0.811
480,0.763
490,0.763
500,0.754
510,0.782
520,0.774
530,0.746
540,0.748
550,0.740
560,0.706
570,0.708
580,0.725
590,0.698
600,0.739
610,0.710
620,0.727
630,0.747
640,0.746
650,0.729
660,0.708
670,0.710
680,0.712
690,0.744
700,0.747
710,0.698
720,0.714
730,0.739
740,0.704
750,0.713
760,0.728
770,0.727
780,0.717
790,0.740
800,0.746
810,0.732
820,0.700
830,0.674
840,0.674
850,0.710
860,0.690
870,0.654
880,0.650
890,0.670
900,0.655
910,0.650
920,0.648
930,0.670
940,0.674
950,0.671
960,0.660
970,0.658
980,0.658
990,0.663
1000,0.652
1010,0.639
1020,0.641
1030,0.666
1040,0.673
1050,0.632
1060,0.647
1070,0.652
1080,0.650
1090,0.641
1100,0.652
1110,0.659
1120,0.668
1130,0.660
1140,0.655
1150,0.648
1160,0.656
1170,0.633
1180,0.648
1190,0.656
1200,0.650
1210,0.659
1220,0.628
1230,0.678
1240,0.632
1250,0.671
1260,0.708
1270,0.694
1280,0.673
1290,0.644
1300,0.614
1310,0.624
1320,0.621
1330,0.622
1340,0.609
1350,0.585
1360,0.585
1370,0.587
1380,0.602
1390,0.589
1400,0.594
1410,0.589
1420,0.585
1430,0.589
1440,0.562
1450,0.537
1460,0.555
1470,0.545
1480,0.533
1490,0.521
1500,0.524
1510,0.532
1520,0.526
1530,0.524
1540,0.524
1550,0.516
1560,0.537
1570,0.537
1580,0.535
1590,0.506
1600,0.501
1610,0.499
1620,0.521
1630,0.520
1640,0.517
1650,0.528
1660,0.483
1670,0.475
1680,0.479
1690,0.479
1700,0.447
1710,0.444
1720,0.467
1730,0.442
1740,0.453
1750,0.467
1760,0.425
1770,0.421
1780,0.444
1790,0.441
1800,0.430
1810,0.441
1820,0.411
1830,0.447
1840,0.445
1850,0.426
1860,0.403
1870,0.398
1880,0.422
1890,0.413
1900,0.403
1910,0.392
1920,0.387
1930,0.346
1940,0.378
1950,0.359
1960,0.364
1970,0.348
1980,0.330
1990,0.348
2000,0.349
2010,0.342
2020,0.334
2030,0.306
2040,0.323
2050,0.310
2060,0.313
2070,0.280
2080,0.276
2090,0.290
2100,0.281
2110,0.292
2120,0.287
2130,0.276
2140,0.276
2150,0.309
2160,0.286
2170,0.290
2180,0.287
2190,0.273
2200,0.265
2210,0.245
2220,0.240
2230,0.238
2240,0.234
2250,0.245
2260,0.233
2270,0.264
2280,0.267
2290,0.240
2300,0.252
2310,0.245
2320,0.253
2330,0.244
2340,0.244
2350,0.242
2360,0.245
2370,0.231
2380,0.223
2390,0.219
2400,0.214
2410,0.200
2420,0.204
2430,0.215
2440,0.230
2450,0.218
2460,0.219
2470,0.225
2480,0.206
2490,0.207
2500,0.208
2510,0.180
2520,0.181
2530,0.199
2540,0.196
2550,0.202
2560,0.199
2570,0.199
2580,0.194
2590,0.187
2600,0.191
2610,0.203
2620,0.172
2630,0.189
2640,0.196
2650,0.181
2660,0.172
2670,0.166
2680,0.158
2690,0.160
2700,0.143
2710,0.147
2720,0.141
2730,0.127
2740,0.134
2750,0.158
2760,0.156
2770,0.143
2780,0.141
2790,0.145
2800,0.143
2810,0.126
2820,0.130
2830,0.138
2840,0.131
2850,0.143
2860,0.141
2870,0.152
2880,0.160
2890,0.161
2900,0.147
2910,0.146
2920,0.147
2930,0.123
2940,0.146
2950,0.141
2960,0.157
2970,0.157
2980,0.169
2990,0.166
3000,0.152
3010,0.146
3020,0.137
3030,0.134
3040,0.147
3050,0.135
3060,0.145
3070,0.143
3080,0.135
3090,0.135
3100,0.143
3110,0.142
3120,0.139
3130,0.141
3140,0.134
3150,0.137
3160,0.153
3170,0.146
3180,0.141
3190,0.139
3200,0.149
3210,0.154
3220,0.145
3230,0.162
3240,0.153
3250,0.143
3260,0.135
3270,0.123
3280,0.118
3290,0.108
3300,0.099
3310,0.101
3320,0.104
3330,0.101
3340,0.100
3350,0.111
3360,0.110
3370,0.115
3380,0.124
3390,0.107
3400,0.110
3410,0.114
3420,0.118
3430,0.111
3440,0.110
3450,0.108
3460,0.096
3470,0.108
3480,0.114
3490,0.115
3500,0.118
3510,0.104
3520,0.100
3530,0.099
3540,0.096
3550,0.104
3560,0.089
3570,0.080
3580,0.091
3590,0.103
3600,0.091
3610,0.097
3620,0.084
3630,0.072
3640,0.084
3650,0.074
3660,0.069
3670,0.083
3680,0.076
3690,0.073
3700,0.080
3710,0.081
3720,0.074
3730,0.091
3740,0.095
3750,0.093
3760,0.089
3770,0.080
3780,0.077
3790,0.076
3800,0.073
3810,0.072
3820,0.050
3830,0.070
3840,0.073
3850,0.074
3860,0.081
3870,0.081
3880,0.072
3890,0.060
3900,0.068
3910,0.053
3920,0.080
3930,0.062
3940,0.053
3950,0.055
3960,0.045
3970,0.030
3980,0.039
3990,0.037
4000,0.032
