# time, fQ
0,1.000
10,0.972
20,0.949
30,0.935
40,0.942
50,0.934
60,0.924
70,0.919
80,0.894
90,0.871
100,0.899
110,0.835
120,0.857
130,0.850
140,0.855
150,0.862
160,0.832
170,0.847
180,0.844
190,0.819
200,0.806
210,0.829
220,0.854
230,0.853
240,0.878
250,0.836
260,0.843
270,0.846
280,0.840
290,0.854
300,0.840
310,0.847
320,0.820
330,0.839
340,0.827
350,0.823
360,0.832
370,0.816
380,0.832
390,0.848
400,0.820
410,0.847
420,0.836
430,0.834
440,0.834
450,0.811
460,0.843
470,0.831
480,0.812
490,0.806
500,0.788
510,0.775
520,0.782
530,0.808
540,0.788
550,0.779
560,0.800
570,0.802
580,0.804
590,0.794
600,0.819
610,0.811
620,0.809
630,0.809
640,0.806
650,0.816
660,0.788
670,0.790
680,0.796
690,0.794
700,0.797
710,0.798
720,0.812
730,0.793
740,0.831
750,0.821
760,0.819
770,0.782
780,0.813
790,0.800
800,0.797
810,0.811
820,0.821
830,0.808
840,0.828
850,0.831
860,0.804
870,0.808
880,0.839
890,0.788
900,0.792
910,0.805
920,0.792
930,0.800
940,0.808
950,0.786
960,0.771
970,0.782
980,0.789
990,0.778
1000,0.759
1010,0.792
1020,0.786
1030,0.766
1040,0.759
1050,0.779
1060,0.821
1070,0.783
1080,0.804
1090,0.797
1100,0.783
1110,0.777
1120,0.779
1130,0.779
1140,0.765
1150,0.788
1160,0.782
1170,0.792
1180,0.813
1190,0.796
1200,0.802
1210,0.801
1220,0.821
1230,0.798
1240,0.806
1250,0.811
1260,0.817
1270,0.789
1280,0.804
1290,0.812
1300,0.817
1310,0.797
1320,0.811
1330,0.809
1340,0.802
1350,0.819
1360,0.811
1370,0.813
1380,0.809
1390,0.771
1400,0.774
1410,0.766
1420,0.751
1430,0.767
1440,0.762
1450,0.782
1460,0.786
1470,0.774
1480,0.769
1490,0.774
1500,0.759
1510,0.763
1520,0.766
1530,0.770
1540,0.783
1550,0.769
1560,0.763
1570,0.785
1580,0.774
1590,0.790
1600,0.786
1610,0.765
1620,0.758
1630,0.758
1640,0.790
1650,0.751
1660,0.771
1670,0.744
1680,0.760
1690,0.769
1700,0.770
1710,0.782
1720,0.770
1730,0.773
1740,0.767
