# time, fQ
20000,0.227
20010,0.252
20020,0.244
20030,0.238
20040,0.244
20050,0.231
20060,0.229
20070,0.231
20080,0.237
20090,0.245
20100,0.235
20110,0.245
20120,0.241
20130,0.211
20140,0.222
20150,0.223
20160,0.226
20170,0.215
20180,0.211
20190,0.212
20200,0.202
20210,0.200
20220,0.204
20230,0.191
20240,0.189
20250,0.204
20260,0.202
20270,0.181
20280,0.195
20290,0.199
20300,0.204
20310,0.217
20320,0.206
20330,0.207
20340,0.233
20350,0.210
20360,0.218
20370,0.210
20380,0.204
20390,0.218
20400,0.207
20410,0.215
20420,0.214
20430,0.225
20440,0.208
20450,0.207
20460,0.212
20470,0.221
20480,0.211
20490,0.230
20500,0.208
20510,0.212
20520,0.210
20530,0.207
20540,0.206
20550,0.207
20560,0.229
20570,0.219
20580,0.226
20590,0.226
20600,0.210
20610,0.225
20620,0.223
20630,0.218
20640,0.215
20650,0.217
20660,0.229
20670,0.208
20680,0.202
20690,0.219
20700,0.210
20710,0.214
20720,0.222
20730,0.217
20740,0.235
20750,0.225
20760,0.223
20770,0.223
20780,0.237
20790,0.234
20800,0.229
20810,0.234
20820,0.229
20830,0.230
20840,0.226
20850,0.221
20860,0.231
20870,0.215
20880,0.223
20890,0.223
20900,0.222
20910,0.210
20920,0.225
20930,0.230
20940,0.234
20950,0.229
20960,0.218
20970,0.218
20980,0.231
20990,0.218
21000,0.225
21010,0.212
21020,0.233
21030,0.219
21040,0.199
21050,0.215
21060,0.198
21070,0.215
21080,0.212
21090,0.233
21100,0.217
21110,0.219
21120,0.210
21130,0.207
21140,0.234
21150,0.222
21160,0.215
21170,0.204
21180,0.194
21190,0.218
21200,0.210
21210,0.203
21220,0.215
21230,0.222
21240,0.226
21250,0.204
21260,0.198
21270,0.202
21280,0.196
21290,0.204
21300,0.207
21310,0.183
21320,0.188
21330,0.211
21340,0.192
21350,0.196
21360,0.207
21370,0.202
21380,0.203
21390,0.203
21400,0.218
21410,0.208
21420,0.219
21430,0.206
21440,0.189
21450,0.198
21460,0.196
21470,0.207
21480,0.198
21490,0.212
21500,0.203
21510,0.219
21520,0.214
21530,0.214
21540,0.211
21550,0.206
21560,0.210
21570,0.219
21580,0.222
21590,0.231
21600,0.238
21610,0.234
21620,0.225
21630,0.230
21640,0.214
21650,0.229
21660,0.225
21670,0.222
21680,0.219
21690,0.222
21700,0.212
21710,0.223
21720,0.219
21730,0.227
21740,0.233
21750,0.225
21760,0.223
21770,0.245
21780,0.225
21790,0.217
21800,0.198
21810,0.214
21820,0.214
21830,0.212
21840,0.192
21850,0.192
21860,0.195
21870,0.180
21880,0.199
21890,0.206
21900,0.192
21910,0.176
21920,0.188
21930,0.173
21940,0.168
21950,0.175
21960,0.179
21970,0.188
21980,0.181
21990,0.177
22000,0.164
22010,0.183
22020,0.176
22030,0.202
22040,0.198
22050,0.194
22060,0.183
22070,0.187
22080,0.175
22090,0.183
22100,0.194
22110,0.192
22120,0.198
22130,0.200
22140,0.194
22150,0.203
22160,0.187
22170,0.195
22180,0.181
22190,0.177
22200,0.183
22210,0.181
22220,0.187
22230,0.189
22240,0.176
22250,0.171
22260,0.157
22270,0.164
22280,0.156
22290,0.147
22300,0.156
22310,0.161
22320,0.168
22330,0.164
22340,0.171
22350,0.160
22360,0.171
22370,0.175
22380,0.183
22390,0.176
22400,0.188
22410,0.184
22420,0.177
22430,0.166
22440,0.169
22450,0.157
22460,0.164
22470,0.164
22480,0.158
22490,0.161
22500,0.154
22510,0.156
22520,0.153
22530,0.157
22540,0.164
22550,0.157
22560,0.172
22570,0.158
22580,0.172
22590,0.165
22600,0.165
22610,0.172
22620,0.177
22630,0.187
22640,0.179
22650,0.175
22660,0.175
22670,0.181
22680,0.181
22690,0.168
22700,0.175
22710,0.158
22720,0.154
22730,0.133
22740,0.134
22750,0.138
22760,0.142
22770,0.145
22780,0.154
22790,0.156
22800,0.154
22810,0.157
22820,0.137
22830,0.139
22840,0.145
22850,0.150
22860,0.150
22870,0.156
22880,0.154
22890,0.139
22900,0.146
22910,0.143
22920,0.130
22930,0.133
22940,0.138
22950,0.149
22960,0.139
22970,0.138
22980,0.123
22990,0.133
23000,0.129
23010,0.137
23020,0.147
23030,0.152
23040,0.143
23050,0.156
23060,0.143
23070,0.146
23080,0.130
23090,0.141
23100,0.133
23110,0.133
23120,0.150
23130,0.150
23140,0.142
23150,0.149
23160,0.137
23170,0.124
23180,0.137
23190,0.123
23200,0.123
23210,0.127
23220,0.129
23230,0.139
23240,0.124
23250,0.119
