# time, fQ
0,1.000
10,0.922
20,0.930
30,0.935
40,0.904
50,0.904
60,0.913
70,0.889
80,0.900
90,0.903
100,0.882
110,0.899
120,0.865
130,0.888
140,0.865
150,0.866
160,0.870
170,0.861
180,0.832
190,0.867
200,0.863
210,0.870
220,0.863
230,0.843
240,0.825
250,0.836
260,0.823
270,0.819
280,0.823
290,0.820
300,0.835
310,0.851
320,0.847
330,0.842
340,0.844
350,0.842
360,0.835
370,0.869
380,0.836
390,0.842
400,0.829
410,0.835
420,0.847
430,0.847
440,0.867
450,0.843
460,0.853
470,0.835
480,0.829
490,0.853
500,0.828
510,0.819
520,0.813
530,0.839
540,0.804
550,0.811
560,0.831
570,0.811
580,0.802
590,0.829
600,0.802
610,0.823
620,0.802
630,0.786
640,0.773
650,0.793
660,0.773
670,0.775
680,0.783
690,0.796
700,0.790
710,0.748
720,0.774
730,0.773
740,0.759
750,0.756
760,0.785
770,0.785
780,0.774
790,0.785
800,0.782
810,0.781
820,0.797
830,0.811
840,0.808
850,0.820
860,0.827
870,0.832
880,0.823
890,0.851
900,0.831
910,0.843
920,0.805
930,0.813
940,0.806
950,0.792
960,0.806
970,0.798
980,0.806
990,0.790
1000,0.798
1010,0.785
1020,0.774
1030,0.770
1040,0.774
1050,0.767
1060,0.783
1070,0.759
1080,0.767
1090,0.789
1100,0.793
1110,0.767
1120,0.788
1130,0.747
1140,0.763
1150,0.767
1160,0.750
1170,0.743
1180,0.720
1190,0.751
1200,0.754
1210,0.752
1220,0.736
1230,0.759
1240,0.743
1250,0.740
1260,0.731
1270,0.744
1280,0.725
1290,0.736
1300,0.725
1310,0.750
1320,0.752
1330,0.756
1340,0.759
1350,0.719
1360,0.744
1370,0.733
1380,0.736
1390,0.755
1400,0.759
1410,0.736
1420,0.767
1430,0.766
1440,0.771
1450,0.762
1460,0.773
1470,0.781
1480,0.771
1490,0.766
1500,0.775
1510,0.756
1520,0.758
1530,0.779
1540,0.760
1550,0.742
1560,0.735
1570,0.754
1580,0.748
1590,0.751
1600,0.731
1610,0.732
1620,0.759
1630,0.760
1640,0.756
1650,0.750
1660,0.765
1670,0.751
1680,0.751
1690,0.750
1700,0.748
1710,0.747
1720,0.770
1730,0.755
1740,0.767
1750,0.731
1760,0.746
1770,0.720
1780,0.737
1790,0.735
1800,0.754
1810,0.744
1820,0.754
1830,0.771
1840,0.755
1850,0.765
1860,0.754
1870,0.743
1880,0.729
1890,0.747
1900,0.727
1910,0.727
1920,0.713
1930,0.701
1940,0.720
1950,0.717
1960,0.732
1970,0.719
1980,0.733
1990,0.728
2000,0.760
2010,0.773
2020,0.750
2030,0.783
2040,0.755
2050,0.783
2060,0.779
2070,0.782
2080,0.778
2090,0.781
2100,0.767
2110,0.755
2120,0.752
2130,0.758
2140,0.762
2150,0.773
2160,0.783
2170,0.770
2180,0.762
2190,0.783
2200,0.769
2210,0.790
2220,0.751
2230,0.759
2240,0.765
2250,0.742
2260,0.756
2270,0.728
2280,0.720
2290,0.724
2300,0.713
2310,0.724
2320,0.731
2330,0.710
2340,0.706
2350,0.731
2360,0.717
2370,0.736
2380,0.712
2390,0.689
2400,0.701
2410,0.732
2420,0.706
2430,0.710
2440,0.721
2450,0.721
2460,0.752
2470,0.721
2480,0.735
2490,0.752
2500,0.739
2510,0.750
2520,0.750
2530,0.756
2540,0.751
2550,0.755
2560,0.750
2570,0.754
2580,0.735
2590,0.746
2600,0.735
2610,0.731
2620,0.747
2630,0.752
2640,0.751
2650,0.723
2660,0.731
2670,0.744
2680,0.748
2690,0.754
2700,0.762
2710,0.751
2720,0.751
2730,0.740
2740,0.770
2750,0.773
2760,0.781
2770,0.756
2780,0.736
2790,0.727
2800,0.748
2810,0.731
2820,0.717
2830,0.719
2840,0.719
2850,0.706
2860,0.716
2870,0.721
2880,0.706
2890,0.700
2900,0.706
2910,0.728
2920,0.732
2930,0.724
2940,0.717
2950,0.700
2960,0.731
2970,0.708
2980,0.725
2990,0.739
3000,0.754
3010,0.724
3020,0.706
3030,0.696
3040,0.717
3050,0.705
3060,0.693
3070,0.704
3080,0.693
3090,0.723
3100,0.701
3110,0.701
3120,0.708
3130,0.709
3140,0.691
3150,0.696
3160,0.678
3170,0.694
3180,0.689
3190,0.687
3200,0.687
3210,0.714
3220,0.739
3230,0.721
3240,0.743
3250,0.706
3260,0.724
3270,0.721
3280,0.706
3290,0.717
3300,0.709
3310,0.700
3320,0.700
3330,0.713
3340,0.694
3350,0.681
3360,0.696
3370,0.696
3380,0.671
3390,0.693
3400,0.682
3410,0.702
3420,0.697
3430,0.674
3440,0.696
3450,0.681
3460,0.683
3470,0.670
3480,0.689
3490,0.709
3500,0.696
3510,0.683
3520,0.668
3530,0.683
3540,0.675
3550,0.666
3560,0.666
3570,0.655
3580,0.667
3590,0.675
3600,0.671
3610,0.666
3620,0.660
3630,0.655
3640,0.645
3650,0.641
3660,0.633
3670,0.627
3680,0.610
3690,0.625
3700,0.612
3710,0.625
3720,0.595
3730,0.613
3740,0.579
3750,0.566
3760,0.593
3770,0.594
3780,0.598
3790,0.589
3800,0.574
3810,0.593
3820,0.609
3830,0.590
3840,0.591
3850,0.597
3860,0.591
3870,0.564
3880,0.572
3890,0.568
3900,0.562
3910,0.558
3920,0.575
3930,0.570
3940,0.571
3950,0.582
3960,0.562
3970,0.590
3980,0.597
3990,0.598
4000,0.587
4010,0.567
4020,0.582
4030,0.575
4040,0.574
4050,0.585
4060,0.585
4070,0.566
4080,0.578
4090,0.552
4100,0.571
4110,0.583
4120,0.571
4130,0.571
4140,0.571
4150,0.586
4160,0.581
4170,0.597
4180,0.582
4190,0.622
4200,0.616
4210,0.632
4220,0.609
4230,0.639
4240,0.593
4250,0.616
4260,0.612
4270,0.614
4280,0.614
4290,0.613
4300,0.612
4310,0.613
4320,0.617
4330,0.616
4340,0.605
4350,0.608
4360,0.644
4370,0.635
4380,0.605
4390,0.609
4400,0.604
4410,0.598
4420,0.604
4430,0.621
4440,0.637
4450,0.633
4460,0.621
4470,0.622
4480,0.628
4490,0.620
4500,0.633
4510,0.633
4520,0.633
4530,0.655
4540,0.664
4550,0.648
4560,0.652
4570,0.644
4580,0.639
4590,0.621
4600,0.618
4610,0.627
4620,0.614
4630,0.624
4640,0.610
4650,0.631
4660,0.610
4670,0.618
4680,0.614
4690,0.595
4700,0.612
4710,0.616
4720,0.621
4730,0.610
4740,0.624
4750,0.628
4760,0.614
4770,0.636
4780,0.616
4790,0.636
4800,0.621
4810,0.633
4820,0.633
4830,0.632
4840,0.628
4850,0.622
4860,0.633
4870,0.624
4880,0.613
4890,0.624
4900,0.621
4910,0.628
4920,0.601
4930,0.612
4940,0.601
4950,0.610
4960,0.602
4970,0.610
4980,0.578
4990,0.553
5000,0.555
5010,0.549
5020,0.566
5030,0.533
5040,0.568
5050,0.564
5060,0.560
5070,0.564
5080,0.563
5090,0.571
5100,0.582
5110,0.606
5120,0.597
5130,0.614
5140,0.595
5150,0.591
5160,0.601
5170,0.594
5180,0.586
5190,0.587
5200,0.579
5210,0.572
5220,0.578
5230,0.590
5240,0.589
5250,0.583
5260,0.593
5270,0.597
5280,0.593
5290,0.572
5300,0.591
5310,0.609
5320,0.575
5330,0.581
5340,0.597
5350,0.586
5360,0.570
5370,0.579
5380,0.598
5390,0.590
