# time, fQ
0,0.851
10,0.774
20,0.744
30,0.705
40,0.687
50,0.704
60,0.677
70,0.674
80,0.662
90,0.616
100,0.654
110,0.624
120,0.595
130,0.606
140,0.589
150,0.585
160,0.589
170,0.560
180,0.568
190,0.578
200,0.568
210,0.570
220,0.547
230,0.521
240,0.562
250,0.533
260,0.495
270,0.540
280,0.558
290,0.547
300,0.562
310,0.524
320,0.532
330,0.553
340,0.547
350,0.518
360,0.518
370,0.510
380,0.501
390,0.495
400,0.502
410,0.471
420,0.482
430,0.486
440,0.472
450,0.459
460,0.472
470,0.457
480,0.464
490,0.483
500,0.445
510,0.442
520,0.464
530,0.436
540,0.444
550,0.457
560,0.448
570,0.437
580,0.455
590,0.455
600,0.424
610,0.425
620,0.484
630,0.438
640,0.421
650,0.445
660,0.425
670,0.438
680,0.444
690,0.422
700,0.434
710,0.442
720,0.444
730,0.460
740,0.449
750,0.453
760,0.436
770,0.432
780,0.426
790,0.438
800,0.434
810,0.419
820,0.411
830,0.395
840,0.403
850,0.419
860,0.386
870,0.364
880,0.355
890,0.344
900,0.342
910,0.327
920,0.345
930,0.325
940,0.323
950,0.349
960,0.353
970,0.332
980,0.314
990,0.299
1000,0.319
1010,0.318
1020,0.300
1030,0.313
1040,0.303
1050,0.306
1060,0.304
1070,0.311
1080,0.310
1090,0.313
1100,0.290
1110,0.287
1120,0.295
1130,0.284
1140,0.271
1150,0.287
1160,0.258
1170,0.242
1180,0.223
1190,0.238
1200,0.249
1210,0.230
1220,0.215
1230,0.237
1240,0.226
1250,0.237
1260,0.250
1270,0.233
1280,0.249
1290,0.246
1300,0.242
1310,0.237
1320,0.212
1330,0.203
1340,0.207
1350,0.204
1360,0.202
1370,0.211
1380,0.221
1390,0.230
1400,0.200
1410,0.221
1420,0.203
1430,0.244
1440,0.260
1450,0.229
1460,0.222
1470,0.238
1480,0.218
1490,0.214
1500,0.221
1510,0.200
1520,0.195
1530,0.180
1540,0.166
1550,0.145
1560,0.139
1570,0.139
1580,0.131
1590,0.126
1600,0.122
1610,0.111
1620,0.099
1630,0.080
1640,0.089
1650,0.112
1660,0.111
1670,0.097
1680,0.084
1690,0.095
1700,0.091
1710,0.092
1720,0.093
1730,0.097
1740,0.110
1750,0.100
1760,0.106
1770,0.115
1780,0.111
1790,0.127
1800,0.116
1810,0.106
1820,0.092
1830,0.099
1840,0.095
1850,0.087
1860,0.084
1870,0.080
1880,0.074
1890,0.072
1900,0.073
1910,0.081
1920,0.069
1930,0.077
1940,0.077
1950,0.087
1960,0.078
1970,0.064
1980,0.070
1990,0.081
2000,0.081
2010,0.080
2020,0.076
2030,0.057
2040,0.055
2050,0.057
2060,0.050
2070,0.045
2080,0.051
2090,0.053
2100,0.060
2110,0.055
2120,0.046
2130,0.049
2140,0.060
2150,0.054
2160,0.073
2170,0.065
2180,0.047
2190,0.045
2200,0.050
2210,0.057
2220,0.054
2230,0.041
2240,0.042
2250,0.046
2260,0.039
2270,0.051
2280,0.046
2290,0.042
2300,0.026
2310,0.055
2320,0.054
2330,0.047
2340,0.057
2350,0.057
2360,0.060
2370,0.054
2380,0.053
2390,0.064
2400,0.047
2410,0.047
2420,0.041
2430,0.049
2440,0.046
2450,0.037
2460,0.041
2470,0.058
2480,0.058
2490,0.054
2500,0.065
2510,0.053
2520,0.061
2530,0.049
2540,0.042
2550,0.039
2560,0.042
2570,0.047
2580,0.047
2590,0.045
2600,0.043
2610,0.049
2620,0.038
2630,0.041
2640,0.049
2650,0.051
2660,0.046
2670,0.054
2680,0.050
2690,0.068
2700,0.054
2710,0.055
2720,0.058
2730,0.066
2740,0.057
2750,0.069
2760,0.062
2770,0.068
2780,0.046
2790,0.046
2800,0.055
2810,0.066
2820,0.058
2830,0.061
2840,0.053
2850,0.055
2860,0.049
2870,0.057
2880,0.058
2890,0.049
2900,0.046
2910,0.047
2920,0.055
2930,0.053
2940,0.050
2950,0.046
2960,0.054
2970,0.045
2980,0.050
2990,0.053
3000,0.070
3010,0.057
3020,0.057
3030,0.055
3040,0.061
3050,0.072
3060,0.054
3070,0.055
3080,0.066
3090,0.068
3100,0.058
3110,0.064
3120,0.060
3130,0.065
3140,0.058
3150,0.060
3160,0.065
3170,0.034
3180,0.050
3190,0.057
3200,0.042
3210,0.032
3220,0.047
3230,0.051
3240,0.060
3250,0.054
3260,0.053
3270,0.049
3280,0.041
3290,0.050
3300,0.058
3310,0.061
3320,0.062
3330,0.061
3340,0.055
3350,0.070
3360,0.055
3370,0.070
3380,0.074
3390,0.072
3400,0.065
3410,0.060
3420,0.072
3430,0.066
3440,0.051
3450,0.054
3460,0.045
3470,0.057
3480,0.053
3490,0.049
3500,0.043
3510,0.026
3520,0.037
3530,0.041
3540,0.032
3550,0.054
3560,0.061
3570,0.043
3580,0.054
3590,0.049
3600,0.058
3610,0.054
3620,0.060
3630,0.064
3640,0.060
3650,0.068
3660,0.053
3670,0.050
3680,0.043
3690,0.054
3700,0.045
3710,0.041
3720,0.037
3730,0.039
3740,0.041
3750,0.041
3760,0.049
3770,0.054
3780,0.045
3790,0.042
3800,0.034
3810,0.041
3820,0.049
3830,0.042
3840,0.046
3850,0.043
3860,0.034
3870,0.026
3880,0.038
3890,0.041
3900,0.037
3910,0.045
3920,0.042
3930,0.050
3940,0.037
3950,0.047
3960,0.041
3970,0.038
3980,0.032
3990,0.037
4000,0.037
